CustomerID,Gender,Location,Tenure_Months,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,GST,Date,Offline_Spend,Online_Spend,Month,Coupon_Code,Discount_pct,Tenure_Category,Price_Category,Cluster_Before,Cluster_after
17581.0,1,California,25.0,37102.0,2019-08-31,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,2,0.1,8/31/2019,3000.0,1296.81,8,ELEC20,20.0,1,1,0,0
13869.0,0,New Jersey,6.0,31439.0,2019-06-28,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,3.5,119.0,6.0,1,0.1,6/28/2019,1500.0,1709.84,6,ELEC30,30.0,5,1,0,0
13819.0,0,California,7.0,47484.0,2019-12-19,GGOEGAEJ028116,Google Women's Short Sleeve Badge Tee Grey,Apparel,2.0,3.47,6.5,0,0.18,12/19/2019,4500.0,2829.71,12,SALE30,30.0,2,2,1,1
15694.0,0,New York,41.0,25287.0,2019-04-11,GGOEGHGC019799,Google Sunglasses,Lifestyle,3.5,2.8,7.25,0,0.18,4/11/2019,3000.0,804.85,4,EXTRA10,10.0,4,2,1,1
16931.0,0,New Jersey,37.0,40045.0,2019-10-07,GGOEGAAB010514,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,16.99,6.0,0,0.18,10/7/2019,3000.0,2154.78,10,SALE10,10.0,4,2,1,1
17739.0,0,California,7.0,35774.0,2019-08-16,GGOEGALQ036614,Google Women's Scoop Neck Tee White,Apparel,1.0,4.8,6.0,2,0.18,8/16/2019,3500.0,1692.8,8,SALE20,20.0,2,2,1,1
16210.0,1,New York,49.0,22107.0,2019-03-05,GGOEYAAJ032514,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,15.19,6.5,0,0.18,3/5/2019,2500.0,1153.36,3,SALE30,30.0,0,2,1,1
12782.0,0,Chicago,19.0,41940.0,2019-10-27,GGOENEBQ086499,Nest Cam IQ - USA,Nest,2.0,199.0,7.25,1,0.05,10/27/2019,3500.0,3271.55,10,NE10,10.0,3,4,0,0
12867.0,1,Chicago,32.0,29444.0,2019-06-02,GGOEGAYT068524,Google Youth Short Sleeve T-shirt Yellow,Apparel,1.0,10.63,6.0,2,0.18,6/2/2019,1000.0,1622.46,6,SALE30,30.0,1,2,1,1
13680.0,1,Washington DC,34.0,33870.0,2019-07-27,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,0,0.1,7/27/2019,2500.0,1151.7,7,ELEC10,10.0,1,1,0,0
18092.0,1,California,34.0,25309.0,2019-04-11,GGOEGALP034315,Google Women's Vintage Hero Tee Lavender,Apparel,1.0,10.63,6.5,0,0.18,4/11/2019,3000.0,804.85,4,SALE10,10.0,1,2,1,1
18168.0,0,Chicago,5.0,19144.0,2019-01-30,GGOEGAAR010713,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,2.0,17.53,6.5,1,0.18,1/30/2019,1000.0,981.86,1,SALE10,10.0,5,2,1,1
17787.0,1,California,8.0,39198.0,2019-09-27,GGOEAAAL081113,Android Men's Pep Rally Short Sleeve Tee Navy,Apparel,1.0,9.99,6.0,1,0.18,9/27/2019,3000.0,1660.74,9,SALE30,30.0,2,2,1,1
14775.0,0,Chicago,25.0,19096.0,2019-01-29,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,2,0.1,1/29/2019,1000.0,836.13,1,ELEC10,10.0,1,1,0,0
17211.0,0,Chicago,29.0,27360.0,2019-05-05,GGOEGOFH020299,Galaxy Screen Cleaning Cloth,Office,3.5,1.99,6.0,0,0.1,5/5/2019,3000.0,1177.76,5,OFF20,20.0,1,2,1,1
12652.0,1,New York,21.0,36558.0,2019-08-25,GGOEGAAH034015,Google Men's Vintage Badge Tee Sage,Apparel,1.0,4.56,6.0,0,0.18,8/25/2019,2500.0,1941.38,8,SALE20,20.0,3,2,1,1
16725.0,0,Chicago,48.0,20020.0,2019-02-09,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3.0,79.0,6.5,0,0.1,2/9/2019,3000.0,2659.34,2,ELEC20,20.0,4,3,0,0
13798.0,1,California,37.0,35989.0,2019-08-18,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,2,0.1,8/18/2019,3500.0,1696.64,8,ELEC20,20.0,4,1,0,0
14911.0,0,California,34.0,19735.0,2019-02-06,GGOEGDHQ014899,20 oz Stainless Steel Insulated Tumbler,Drinkware,1.0,24.99,6.5,0,0.18,2/6/2019,3000.0,1665.47,2,EXTRA20,20.0,1,2,1,1
13126.0,0,Washington DC,37.0,33196.0,2019-07-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,7.25,2,0.1,7/19/2019,2000.0,3444.24,7,ELEC10,10.0,4,1,0,0
16885.0,1,New York,27.0,31576.0,2019-06-29,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,2,0.1,6/29/2019,1500.0,2652.13,6,ELEC30,30.0,1,1,0,0
14667.0,0,California,30.0,25833.0,2019-04-18,GGOEAAXN066330,Android Toddler Short Sleeve T-shirt Pink,Apparel,3.5,16.99,6.0,0,0.18,4/18/2019,4000.0,1476.58,4,SALE10,10.0,1,2,1,1
17082.0,0,California,30.0,41846.0,2019-10-27,GGOEGAEJ030816,Google Women's Long Sleeve Blended Cardigan Charcoal,Apparel,1.0,7.5,6.0,2,0.18,10/27/2019,3500.0,3271.55,10,SALE10,10.0,1,2,1,1
15916.0,0,Chicago,37.0,24731.0,2019-04-03,GGOEGAFJ036213,Google Men's Pullover Hoodie Grey,Apparel,1.0,41.59,6.5,2,0.18,4/3/2019,2500.0,1748.14,4,SALE10,10.0,4,2,1,1
14729.0,1,Washington DC,43.0,17333.0,2019-01-07,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,1,0.1,1/7/2019,4500.0,2579.52,1,ELEC10,10.0,4,1,0,0
15288.0,1,California,50.0,25776.0,2019-04-17,GGOEGADJ059714,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1.0,41.99,6.0,0,0.18,4/17/2019,4000.0,2526.49,4,SALE10,10.0,0,2,1,1
18043.0,0,New York,18.0,24559.0,2019-03-31,GGOEGAFB035816,Google Men's  Zip Hoodie,Apparel,1.0,44.79,7.25,2,0.18,3/31/2019,2000.0,2177.75,3,SALE30,30.0,3,2,1,1
15194.0,1,Chicago,33.0,45386.0,2019-12-02,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,0,0.1,12/2/2019,3000.0,1907.19,12,ELEC30,30.0,1,1,0,0
15867.0,1,New York,11.0,42543.0,2019-11-03,GGOEGAQB036017,Google Women's Fleece Hoodie,Apparel,2.0,14.0,6.0,0,0.18,11/3/2019,2000.0,2294.09,11,SALE20,20.0,2,2,1,1
15464.0,0,Chicago,40.0,33641.0,2019-07-25,GGOEGOCD078199,Google Leather Journal-Brown,Notebooks & Journals,3.5,13.2,7.25,0,0.05,7/25/2019,2500.0,1169.05,7,NJ10,10.0,4,2,1,1
12433.0,1,California,32.0,17546.0,2019-01-10,GGOEGAFB035814,Google Men's  Zip Hoodie,Apparel,1.0,46.21,6.5,0,0.18,1/10/2019,5000.0,515.44,1,SALE10,10.0,1,2,1,1
14101.0,1,California,25.0,37929.0,2019-09-11,GGOEGADC059314,Google Men's Airflow 1/4 Zip Pullover Lapis,Apparel,1.0,34.99,6.0,2,0.18,9/11/2019,3000.0,1683.99,9,SALE30,30.0,1,2,1,1
16011.0,1,New Jersey,10.0,27560.0,2019-05-08,GGOEYAYR068626,YouTube Youth Short Sleeve Tee Red,Apparel,1.0,18.99,6.0,1,0.18,5/8/2019,3000.0,869.25,5,SALE20,20.0,2,2,1,1
12947.0,1,California,48.0,34389.0,2019-08-01,GGOEGHGC019799,Google Sunglasses,Lifestyle,1.0,2.8,6.0,2,0.18,8/1/2019,1500.0,641.12,8,EXTRA20,20.0,4,2,1,1
17463.0,0,New York,27.0,44601.0,2019-11-26,GGOEGOAQ012899,Ballpoint LED Light Pen,Office,1.0,2.5,6.0,2,0.1,11/26/2019,3000.0,1642.31,11,OFF20,20.0,1,2,1,1
16556.0,0,New York,19.0,29185.0,2019-05-30,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,7.25,2,0.1,5/30/2019,1000.0,1262.38,5,ELEC20,20.0,3,1,0,0
13030.0,1,California,39.0,22944.0,2019-03-15,GGOEGOAA017099,Ballpoint Stick Pen 4 Pack,Office,3.5,3.99,6.5,0,0.1,3/15/2019,2000.0,1684.18,3,OFF30,30.0,4,2,1,1
14688.0,0,New York,46.0,45094.0,2019-11-29,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.5,2,0.1,11/29/2019,3000.0,4184.429999999999,11,ELEC20,20.0,4,1,0,0
17470.0,0,California,48.0,23381.0,2019-03-19,GGOEYFKQ020699,YouTube Custom Decals,Office,1.0,1.99,7.25,2,0.1,3/19/2019,2000.0,982.2,3,OFF30,30.0,4,2,1,1
17799.0,0,Chicago,14.0,39862.0,2019-10-05,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,149.0,6.0,2,0.1,10/5/2019,3000.0,1511.94,10,ELEC10,10.0,3,1,0,0
16455.0,0,Chicago,23.0,28546.0,2019-05-21,GGOEGOCC017599,Recycled Paper Journal Set,Office,3.5,3.19,7.25,0,0.1,5/21/2019,1000.0,882.98,5,OFF20,20.0,3,2,1,1
16222.0,0,New York,45.0,41640.0,2019-10-25,GGOEGAAC035015,Google Men's Bayside Graphic Tee,Apparel,2.0,15.99,7.25,2,0.18,10/25/2019,3500.0,1416.14,10,SALE10,10.0,4,2,1,1
15880.0,0,New York,33.0,20964.0,2019-02-21,GGOEGAWC061248,Google Onesie Royal Blue,Apparel,1.0,19.19,6.5,0,0.18,2/21/2019,3500.0,727.39,2,SALE20,20.0,1,2,1,1
16161.0,1,New York,10.0,46343.0,2019-12-10,GGOEGHPB071610,Google Twill Cap,Apparel,1.0,11.2,6.0,2,0.18,12/10/2019,4000.0,3897.2,12,SALE30,30.0,2,2,1,1
15808.0,0,California,6.0,21070.0,2019-02-22,GGOEGHGC019799,Google Sunglasses,Lifestyle,3.5,3.5,6.5,0,0.18,2/22/2019,3500.0,939.9,2,EXTRA20,20.0,5,2,1,1
12585.0,0,New Jersey,4.0,32724.0,2019-07-14,GGOEGFKQ020799,Google Doodle Decal,Office,1.0,2.39,6.0,0,0.1,7/14/2019,2500.0,2064.34,7,OFF10,10.0,5,2,1,1
16710.0,0,New York,30.0,29283.0,2019-05-31,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,2.0,149.0,7.25,0,0.1,5/31/2019,1000.0,1010.3,5,ELEC20,20.0,1,1,0,0
15061.0,1,California,7.0,23879.0,2019-03-22,GGOEGDHQ015399,26 oz Double Wall Insulated Bottle,Drinkware,1.0,24.99,7.25,2,0.18,3/22/2019,2000.0,2523.41,3,EXTRA30,30.0,2,2,1,1
13564.0,1,California,26.0,23307.0,2019-03-19,GGOEGDHC022999,Insulated Bottle,Drinkware,1.0,17.59,6.5,0,0.18,3/19/2019,2000.0,982.2,3,EXTRA30,30.0,1,2,1,1
14031.0,0,Chicago,17.0,34347.0,2019-08-01,GGOEGAAB010514,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,13.59,6.0,0,0.18,8/1/2019,1500.0,641.12,8,SALE20,20.0,3,2,1,1
17722.0,0,Chicago,12.0,24614.0,2019-04-01,GGOEYFKQ020699,YouTube Custom Decals,Office,1.0,1.99,7.25,2,0.1,4/1/2019,2000.0,4019.93,4,OFF10,10.0,2,2,1,1
18118.0,1,Chicago,24.0,20544.0,2019-02-16,GGOEGHPB071610,Google Twill Cap,Apparel,1.0,10.99,6.5,0,0.18,2/16/2019,3000.0,3784.07,2,SALE20,20.0,3,2,1,1
16670.0,0,Chicago,48.0,35871.0,2019-08-17,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3.0,79.0,6.0,2,0.1,8/17/2019,3500.0,3352.38,8,ELEC20,20.0,4,3,0,0
17085.0,0,California,19.0,31956.0,2019-07-06,GGOEGAAB033815,Google Men's Vintage Badge Tee Black,Apparel,2.0,10.63,6.0,0,0.18,7/6/2019,2000.0,2663.67,7,SALE10,10.0,3,2,1,1
15044.0,0,California,31.0,32577.0,2019-07-13,GGOEGAEJ035316,Google Vintage Henley Grey/Black,Apparel,1.0,20.99,6.0,0,0.18,7/13/2019,2500.0,2489.36,7,SALE10,10.0,1,2,1,1
13487.0,1,Washington DC,6.0,32506.0,2019-07-12,GGOEGAAQ033915,Google Men's Vintage Badge Tee White,Apparel,1.0,4.56,6.0,2,0.18,7/12/2019,2500.0,923.4,7,SALE10,10.0,5,2,1,1
14533.0,0,Chicago,30.0,32556.0,2019-07-13,GGOEGALJ034415,Google Women's Vintage Hero Tee Platinum,Apparel,1.0,4.56,6.0,0,0.18,7/13/2019,2500.0,2489.36,7,SALE10,10.0,1,2,1,1
14692.0,0,California,16.0,39781.0,2019-10-04,GGOEAAEJ030916,Android Women's Long Sleeve Blended Cardigan Grey,Apparel,1.0,12.0,6.0,0,0.18,10/4/2019,3000.0,2411.39,10,SALE10,10.0,3,2,1,1
14911.0,0,California,34.0,17643.0,2019-01-11,GGOEYFKQ020699,YouTube Custom Decals,Office,3.0,2.05,6.5,0,0.1,1/11/2019,5000.0,1757.58,1,OFF10,10.0,1,2,1,1
17337.0,0,California,44.0,47025.0,2019-12-15,GGOENEBQ092299,Nest Secure Alarm System Starter Pack - USA,Nest,1.0,246.775,7.25,0,0.05,12/15/2019,4000.0,3577.45,12,NE30,30.0,4,0,0,0
14411.0,0,New York,17.0,46509.0,2019-12-11,GGOEWEBB082699,Waze Mobile Phone Vent Mount,Waze,1.0,7.12,6.0,1,0.18,12/11/2019,4000.0,1612.93,12,WEMP30,30.0,3,2,1,1
17406.0,0,Chicago,3.0,35747.0,2019-08-16,GGOEGDHC074099,Google 17oz Stainless Steel Sport Bottle,Drinkware,3.5,16.79,7.25,2,0.18,8/16/2019,3500.0,1692.8,8,EXTRA20,20.0,5,2,1,1
12472.0,0,New Jersey,2.0,42099.0,2019-10-30,GGOEGAPC058812,Google Women's Shell Jacket Blue/Black,Apparel,1.0,19.0,6.0,0,0.18,10/30/2019,2000.0,780.15,10,SALE10,10.0,5,2,1,1
13124.0,1,New York,4.0,30025.0,2019-06-10,GGOEGPJC203399,Crunch Noise Dog Toy,Lifestyle,1.0,4.99,6.0,0,0.18,6/10/2019,3500.0,1881.94,6,EXTRA30,30.0,5,2,1,1
12748.0,0,Chicago,28.0,31534.0,2019-06-29,GGOEGHGC019799,Google Sunglasses,Lifestyle,3.5,2.8,7.25,0,0.18,6/29/2019,1500.0,2652.13,6,EXTRA30,30.0,1,2,1,1
16503.0,0,Chicago,29.0,29252.0,2019-05-31,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,1,0.1,5/31/2019,1000.0,1010.3,5,ELEC20,20.0,1,1,0,0
17097.0,1,California,33.0,38794.0,2019-09-22,GGOENEBQ092299,Nest Secure Alarm System Starter Pack - USA,Nest,1.0,246.775,6.0,1,0.05,9/22/2019,2500.0,1895.73,9,NE30,30.0,1,0,0,0
15296.0,1,California,40.0,37804.0,2019-09-09,GGOEAAAB034914,Android BTTF Moonshot Graphic Tee,Apparel,1.0,15.99,6.0,0,0.18,9/9/2019,2500.0,1749.21,9,SALE30,30.0,4,2,1,1
12471.0,0,California,11.0,36820.0,2019-08-28,GGOENEBQ086499,Nest Cam IQ - USA,Nest,1.0,199.0,6.0,0,0.05,8/28/2019,3000.0,2178.57,8,NE20,20.0,2,4,0,0
13064.0,1,New Jersey,15.0,37491.0,2019-09-06,GGOEGATH060714,Google Women's Convertible Vest-Jacket Sea Foam Green,Apparel,1.0,29.7,6.0,0,0.18,9/6/2019,2500.0,1292.58,9,SALE30,30.0,3,2,1,1
17786.0,0,California,9.0,42429.0,2019-11-02,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3.0,119.0,6.0,1,0.1,11/2/2019,2000.0,2437.58,11,ELEC20,20.0,2,1,0,0
12691.0,0,California,7.0,41879.0,2019-10-27,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,0,0.1,10/27/2019,3500.0,3271.55,10,ELEC10,10.0,2,1,0,0
16745.0,0,New York,29.0,45845.0,2019-12-06,GGOEGAEC090717,Google Tee Blue,Apparel,1.0,22.41,6.0,2,0.18,12/6/2019,3500.0,1957.58,12,SALE30,30.0,1,2,1,1
14229.0,1,Chicago,29.0,35631.0,2019-08-14,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,1.0,199.0,7.25,0,0.1,8/14/2019,3500.0,1984.92,8,NCA20,20.0,1,4,0,0
17841.0,1,California,21.0,38813.0,2019-09-23,GGOEGOAQ012899,Ballpoint LED Light Pen,Office,3.5,2.5,6.0,2,0.1,9/23/2019,2500.0,2908.1,9,OFF30,30.0,3,2,1,1
16954.0,0,California,6.0,29533.0,2019-06-03,GGOEGAAJ073015,Google Men's Performance Hero Tee Gunmetal,Apparel,1.0,12.31,6.0,2,0.18,6/3/2019,1000.0,1230.43,6,SALE30,30.0,5,2,1,1
17965.0,0,Chicago,7.0,36292.0,2019-08-22,GGOEGCMB020932,Suitcase Organizer Cubes,Bags,1.0,12.31,6.0,0,0.18,8/22/2019,2500.0,1172.96,8,AIO20,20.0,2,2,1,1
14502.0,1,Chicago,22.0,44699.0,2019-11-27,GGOEGAAB010513,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,16.99,6.0,1,0.18,11/27/2019,3000.0,2819.58,11,SALE20,20.0,3,2,1,1
17376.0,0,New Jersey,34.0,46250.0,2019-12-09,GGOEGAEC090715,Google Tee Blue,Apparel,1.0,17.93,7.25,0,0.18,12/9/2019,3500.0,2481.51,12,SALE30,30.0,1,2,1,1
13209.0,0,California,18.0,38011.0,2019-09-12,GGOEGAAJ080614,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,2.0,15.99,6.0,0,0.18,9/12/2019,3000.0,1117.36,9,SALE30,30.0,3,2,1,1
15167.0,1,California,2.0,40058.0,2019-10-07,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,79.0,6.0,2,0.1,10/7/2019,3000.0,2154.78,10,ELEC10,10.0,5,3,0,0
15498.0,0,New York,14.0,24535.0,2019-03-31,GGOEGHGT019599,Google Sunglasses,Lifestyle,3.5,2.8,7.25,0,0.18,3/31/2019,2000.0,2177.75,3,EXTRA30,30.0,3,2,1,1
17128.0,0,New York,47.0,35068.0,2019-08-09,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,1.0,199.0,7.25,0,0.1,8/9/2019,3000.0,2285.79,8,NCA20,20.0,4,4,0,0
13488.0,0,California,22.0,23777.0,2019-03-21,GGOEAFKQ020499,8 pc Android Sticker Sheet,Office,2.0,1.99,6.5,2,0.1,3/21/2019,2000.0,2365.81,3,OFF30,30.0,3,2,1,1
13225.0,0,New York,50.0,27903.0,2019-05-12,GGOEAOCB077499,Android RFID Journal,Notebooks & Journals,1.0,11.19,6.0,0,0.05,5/12/2019,3000.0,2113.63,5,NJ20,20.0,0,2,1,1
12510.0,0,California,25.0,38369.0,2019-09-18,GGOEGOXQ016399,Badge Holder,Office,3.5,1.99,6.0,0,0.1,9/18/2019,2500.0,2297.87,9,OFF30,30.0,1,2,1,1
13709.0,0,New York,22.0,44052.0,2019-11-21,GGOEGAPB087899,Google Snapback Black Cap,Headgear,1.0,19.99,6.0,2,0.05,11/21/2019,2500.0,484.9,11,HGEAR20,20.0,3,2,1,1
14577.0,1,California,36.0,27281.0,2019-05-04,GGOEGAQB036014,Google Women's Fleece Hoodie,Apparel,1.0,44.79,6.0,2,0.18,5/4/2019,3000.0,2407.55,5,SALE20,20.0,1,2,1,1
14188.0,0,California,50.0,46702.0,2019-12-13,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,1,0.1,12/13/2019,4000.0,3100.42,12,ELEC30,30.0,0,1,0,0
12681.0,1,Chicago,27.0,23432.0,2019-03-20,GGOEGAAJ032617,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,2.0,18.99,6.5,0,0.18,3/20/2019,2000.0,1542.81,3,SALE30,30.0,1,2,1,1
14049.0,1,Chicago,45.0,41993.0,2019-10-28,GGOEGDHR018499,Google 22 oz Water Bottle,Drinkware,2.0,2.39,6.0,2,0.18,10/28/2019,3500.0,1691.02,10,EXTRA10,10.0,4,2,1,1
16442.0,0,New York,46.0,28670.0,2019-05-22,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,149.0,7.25,1,0.1,5/22/2019,1000.0,979.08,5,ELEC20,20.0,4,1,0,0
17841.0,1,California,21.0,17723.0,2019-01-12,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5,6.5,0,0.1,1/12/2019,5000.0,2435.97,1,ELEC10,10.0,3,3,0,0
17790.0,0,Washington DC,34.0,27944.0,2019-05-13,GGOEGATB060614,Google Women's Convertible Vest-Jacket Black,Apparel,1.0,55.43,6.0,2,0.18,5/13/2019,3000.0,2697.6,5,SALE20,20.0,1,3,1,1
16034.0,0,New York,26.0,35955.0,2019-08-18,GGOEGDHC018299,Google 22 oz Water Bottle,Drinkware,3.5,2.39,7.25,0,0.18,8/18/2019,3500.0,1696.64,8,EXTRA20,20.0,1,2,1,1
18118.0,1,Chicago,24.0,38267.0,2019-09-15,GGOEGALJ034414,Google Women's Vintage Hero Tee Platinum,Apparel,1.0,4.56,6.0,2,0.18,9/15/2019,3000.0,2546.67,9,SALE30,30.0,3,2,1,1
14159.0,0,California,13.0,27243.0,2019-05-04,GGOEYFKQ020699,YouTube Custom Decals,Office,3.5,1.59,7.25,0,0.1,5/4/2019,3000.0,2407.55,5,OFF20,20.0,3,2,1,1
15078.0,0,New York,6.0,32025.0,2019-07-06,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Office,1.0,2.99,6.0,2,0.1,7/6/2019,2000.0,2663.67,7,OFF10,10.0,5,2,1,1
13468.0,1,New York,33.0,30374.0,2019-06-14,GGOEGOCC077299,Google RFID Journal,Notebooks & Journals,3.5,11.19,7.25,2,0.05,6/14/2019,3000.0,1749.49,6,NJ30,30.0,1,2,1,1
12591.0,0,California,25.0,42424.0,2019-11-02,GGOENEBQ092399,Nest Cam IQ Outdoor - USA (Preorder),Nest,3.5,246.775,6.0,1,0.05,11/2/2019,2000.0,2437.58,11,NE20,20.0,1,0,0,0
12417.0,0,California,37.0,31279.0,2019-06-26,GGOEGDHQ015399,26 oz Double Wall Insulated Bottle,Drinkware,1.0,24.99,6.0,0,0.18,6/26/2019,1500.0,1478.19,6,EXTRA30,30.0,4,2,1,1
12748.0,0,Chicago,28.0,21109.0,2019-02-22,GGOEGOCL077699,Google Hard Cover Journal,Notebooks & Journals,2.0,11.99,7.25,2,0.05,2/22/2019,3500.0,939.9,2,NJ20,20.0,1,2,1,1
15298.0,0,Chicago,2.0,24920.0,2019-04-06,GGOEGBCR024399,Google Lunch Bag,Bags,1.0,11.19,6.5,2,0.18,4/6/2019,2500.0,2307.25,4,AIO10,10.0,5,2,1,1
16931.0,0,New Jersey,37.0,31368.0,2019-06-27,GGOEGOCC077999,Google Spiral Journal with Pen,Notebooks & Journals,1.0,9.99,7.25,2,0.05,6/27/2019,1500.0,649.14,6,NJ30,30.0,4,2,1,1
17220.0,0,New York,19.0,44944.0,2019-11-27,GGOENEBQ086799,Nest Thermostat E - USA,Nest,1.0,99.0,6.5,1,0.05,11/27/2019,3000.0,2819.58,11,NE20,20.0,3,3,0,0
15464.0,0,Chicago,40.0,33651.0,2019-07-25,GGOEGOAA017199,Rubber Grip Ballpoint Pen 4 Pack,Office,3.5,3.49,6.0,0,0.1,7/25/2019,2500.0,1169.05,7,OFF10,10.0,4,2,1,1
14449.0,1,New Jersey,39.0,18784.0,2019-01-25,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,0,0.1,1/25/2019,1000.0,1124.95,1,ELEC10,10.0,4,4,0,0
16719.0,0,New York,40.0,33320.0,2019-07-20,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,79.0,6.0,2,0.1,7/20/2019,2000.0,2097.22,7,ELEC10,10.0,4,3,0,0
