Invoice ID,Unit price,Quantity,Tax 5%,Total,Date,Time,cogs,gross margin percentage,gross income,Rating,Branch_B,Branch_C,City_Naypyitaw,City_Yangon,Customer type_Normal,Gender_Male,Product line_Fashion accessories,Product line_Food and beverages,Product line_Health and beauty,Product line_Home and lifestyle,Product line_Sports and travel,Payment_Credit card,Payment_Ewallet,Quantity_bin,Cluster
319-50-3348,313,1.9999999999999996,153,153,2019-03-11,15,-0.9697853949988734,4.761904762,-0.9697853949988734,4.4,True,False,False,False,True,False,False,False,False,True,False,False,True,Low,2
300-71-4605,779,5.0,720,720,2019-02-25,11,0.5238525953229063,4.761904762,0.5238525953229066,4.8,False,True,True,False,False,True,False,False,False,False,False,False,True,Medium,1
371-85-5789,798,3.0,526,526,2019-03-05,10,-0.1864799340560956,4.761904762,-0.1864799340560956,5.1,True,False,False,False,True,True,False,False,True,False,False,False,True,Low,2
273-16-6619,236,1.9999999999999996,106,106,2019-03-15,12,-1.0304537573059938,4.761904762,-1.0304537573059935,4.4,True,False,False,False,True,True,False,False,False,True,False,True,False,Low,2
636-48-8204,255,5.0,368,368,2019-02-17,11,-0.5758682819906694,4.761904762,-0.5758682819906693,9.9,False,False,False,True,True,True,False,False,False,False,False,False,True,Medium,0
549-59-1358,809,3.0,529,529,2019-03-02,17,-0.1781487152885686,4.761904762,-0.1781487152885685,6.0,False,False,False,True,False,True,False,False,False,False,True,False,True,Low,2
227-03-5010,440,8.0,713,713,2019-03-22,19,0.4833500548530824,4.761904762,0.4833500548530826,8.5,False,False,False,True,False,False,False,False,False,True,False,True,False,High,0
649-29-6775,242,1.0,41,41,2019-02-08,15,-1.1709309229861429,4.761904762,-1.1709309229861429,6.7,True,False,False,False,True,True,True,False,False,False,False,False,False,Low,2
189-17-4241,793,1.9999999999999996,378,378,2019-03-10,12,-0.5650163354934803,4.761904762,-0.5650163354934803,7.7,False,False,False,True,True,False,True,False,False,False,False,True,False,Low,2
145-94-9061,803,5.0,734,734,2019-01-25,19,0.5734126659399906,4.761904762,0.5734126659399906,9.6,True,False,False,False,True,False,False,True,False,False,False,False,False,Medium,1
848-62-7243,156,9.0,467,467,2019-03-15,15,-0.3570776598957658,4.761904762,-0.3570776598957657,7.4,False,False,False,True,True,True,False,False,True,False,False,False,False,High,0
871-79-8483,864,5.0,759,759,2019-02-25,19,0.6966719795005836,4.761904762,0.6966719795005837,4.8,True,False,False,False,True,True,True,False,False,False,False,True,False,Medium,1
149-71-6266,707,9.0,903,903,2019-01-28,12,1.6877879434446523,4.761904762,1.687787943444653,4.5,True,False,False,False,False,True,False,False,False,False,True,False,False,High,1
640-49-2076,764,8.0,884,884,2019-01-10,14,1.5494042635060872,4.761904762,1.5494042635060874,5.1,True,False,False,False,True,True,False,False,False,False,True,False,False,High,1
595-11-5460,887,1.9999999999999996,408,408,2019-03-15,10,-0.488881813217925,4.761904762,-0.488881813217925,5.1,False,False,False,True,True,True,False,False,True,False,False,True,False,Low,2
183-56-6882,928,4.0,690,690,2019-02-06,10,0.3849135007998392,4.761904762,0.3849135007998393,7.5,False,True,True,False,False,False,False,True,False,False,False,False,True,Low,1
232-16-2483,590,1.0,110,110,2019-01-07,12,-1.0231051951110468,4.761904762,-1.0231051951110466,6.8,False,True,True,False,False,False,False,False,False,False,True,False,True,Low,2
129-29-8530,538,5.0,594,594,2019-03-10,19,0.0235522272832027,4.761904762,0.0235522272832027,7.0,False,False,False,True,False,True,False,False,False,False,True,False,True,Medium,2
272-65-1806,524,9.0,817,817,2019-01-15,17,1.0268018636886953,4.761904762,1.0268018636886955,4.7,False,False,False,True,True,False,False,False,False,False,False,False,True,High,1
333-73-7901,465,8.0,729,729,2019-03-23,13,0.5629879614308798,4.761904762,0.5629879614308798,7.6,False,True,True,False,True,False,False,False,True,False,False,False,True,High,1
777-82-7220,212,8.0,490,490,2019-03-03,13,-0.2846601429164918,4.761904762,-0.2846601429164917,7.7,True,False,False,False,False,True,False,False,False,True,False,False,False,High,0
280-35-5823,785,1.0,173,173,2019-01-17,18,-0.9436381853284806,4.761904762,-0.9436381853284804,7.9,True,False,False,False,False,False,False,False,False,True,False,False,True,Low,2
554-53-8700,480,1.9999999999999996,235,235,2019-02-02,10,-0.834691478368511,4.761904762,-0.8346914783685111,6.3,False,True,True,False,False,True,False,False,False,True,False,False,False,Low,2
354-25-5821,600,6.0,706,706,2019-02-08,13,0.4577155355683837,4.761904762,0.4577155355683838,5.6,True,False,False,False,False,False,False,False,False,False,True,False,False,Medium,1
228-96-1411,915,8.0,942,942,2019-03-04,20,2.0593603004763605,4.761904762,2.0593603004763605,7.6,False,True,True,False,False,False,False,True,False,False,False,False,False,High,1
617-15-4209,52,1.9999999999999996,34,34,2019-03-16,19,-1.18280825025472,4.761904762,-1.1828082502547197,7.2,False,True,True,False,False,True,False,False,True,False,False,False,False,Low,2
132-32-9879,863,4.0,663,663,2019-03-09,18,0.2916038506035356,4.761904762,0.291603850603536,9.5,True,False,False,False,False,False,False,False,False,False,False,False,False,Low,1
370-41-7321,486,9.0,792,792,2019-02-27,17,0.8656889099843639,4.761904762,0.8656889099843641,8.4,True,False,False,False,False,True,False,False,True,False,False,True,False,High,1
727-46-3608,102,9.0,385,385,2019-02-06,15,-0.5447223410597605,4.761904762,-0.5447223410597604,4.1,True,False,False,False,False,False,False,True,False,False,False,False,True,High,0
669-54-1719,91,6.0,239,239,2019-02-10,12,-0.8288809873306461,4.761904762,-0.8288809873306459,8.1,True,False,False,False,False,True,False,False,False,False,False,True,False,Medium,0
574-22-5561,750,10.0,958,958,2019-03-19,17,2.216158110101101,4.761904762,2.216158110101101,7.9,False,True,True,False,False,False,True,False,False,False,False,False,True,High,1
326-78-5178,834,7.0,868,868,2019-02-03,10,1.4193518023350489,4.761904762,1.4193518023350489,9.5,False,True,True,False,False,True,False,True,False,False,False,False,False,High,1
162-48-8011,351,5.0,466,466,2019-02-10,15,-0.3616064249693959,4.761904762,-0.3616064249693957,8.5,False,False,False,True,False,False,False,True,False,False,False,False,False,Medium,0
616-24-2851,81,4.0,121,121,2019-03-22,14,-1.0087498643116153,4.761904762,-1.0087498643116153,6.5,True,False,False,False,False,False,True,False,False,False,False,False,True,Low,2
778-71-5554,53,1.0,6,6,2019-01-25,15,-1.2482189986295094,4.761904762,-1.2482189986295094,6.1,False,True,True,False,False,True,True,False,False,False,False,True,False,Low,2
242-55-6721,63,1.9999999999999996,39,39,2019-03-07,11,-1.1760578268430826,4.761904762,-1.1760578268430826,6.5,True,False,False,False,True,True,False,False,False,True,False,False,True,Low,2
399-46-5918,778,8.0,893,893,2019-02-28,19,1.62459885340787,4.761904762,1.6245988534078706,8.2,False,True,True,False,True,False,False,False,False,False,False,False,False,High,1
106-35-6779,350,1.9999999999999996,184,184,2019-03-27,11,-0.9352642423621456,4.761904762,-0.9352642423621458,5.8,False,False,False,True,False,True,False,False,False,True,False,False,False,Low,2
635-40-6220,818,8.0,911,911,2019-02-07,11,1.748328133155349,4.761904762,1.74832813315535,6.6,False,False,False,True,True,True,False,False,True,False,False,False,True,High,1
817-48-8732,633,10.0,914,914,2019-01-20,15,1.7769533463565963,4.761904762,1.7769533463565963,5.4,False,False,False,True,False,False,False,False,False,True,False,False,False,High,1
120-06-4233,219,6.0,390,390,2019-03-12,20,-0.5294698020853648,4.761904762,-0.5294698020853646,9.3,False,True,True,False,True,True,False,False,False,False,False,False,False,Medium,0
285-68-5083,153,3.0,136,136,2019-02-15,17,-0.9970434338382697,4.761904762,-0.9970434338382697,10.0,False,True,True,False,False,False,False,False,False,False,True,True,False,Low,2
803-83-5989,474,6.0,620,620,2019-02-24,10,0.1144693223462675,4.761904762,0.1144693223462677,7.0,False,True,True,False,True,True,False,False,False,True,False,False,True,Medium,0
347-34-2234,467,9.0,779,779,2019-02-03,13,0.8033970281225461,4.761904762,0.8033970281225463,10.0,True,False,False,False,False,False,False,False,False,False,True,False,True,High,1
199-75-8169,60,10.0,336,336,2019-03-06,12,-0.6386728542381813,4.761904762,-0.6386728542381812,8.6,False,False,False,True,False,True,False,False,False,False,True,True,False,High,0
853-23-2453,682,4.0,584,584,2019-02-14,14,-0.0197701103079382,4.761904762,-0.0197701103079381,7.6,True,False,False,False,False,True,False,False,True,False,False,False,False,Low,2
877-22-3308,61,10.0,339,339,2019-03-13,16,-0.6361094023097115,4.761904762,-0.6361094023097115,5.8,False,False,False,True,False,True,False,False,True,False,False,False,False,High,0
838-78-4295,241,1.9999999999999996,108,108,2019-02-10,15,-1.028146650570371,4.761904762,-1.0281466505703707,6.7,False,True,True,False,True,False,False,False,True,False,False,False,True,Low,2
109-28-2512,903,6.0,840,840,2019-01-07,15,1.1880429899894505,4.761904762,1.188042989989451,9.9,True,False,False,False,False,False,True,False,False,False,False,False,True,Medium,1
232-11-3025,712,10.0,941,941,2019-01-24,10,2.051242702702873,4.761904762,2.051242702702873,6.4,False,False,False,True,True,True,False,False,False,False,True,False,False,High,1
382-03-4532,88,1.0,11,11,2019-02-02,18,-1.2358289809752383,4.761904762,-1.2358289809752383,4.3,False,False,False,True,False,False,False,False,True,False,False,False,False,Low,2
393-65-2792,817,10.0,974,974,2019-01-06,12,2.508818871934745,4.761904762,2.508818871934745,9.6,False,True,True,False,True,True,False,True,False,False,False,True,False,High,1
796-12-2025,532,10.0,861,861,2019-02-11,16,1.339884792552483,4.761904762,1.3398847925524828,5.9,False,True,True,False,True,True,True,False,False,False,False,False,False,High,1
510-95-6347,395,3.0,313,313,2019-03-05,18,-0.6922489995432017,4.761904762,-0.6922489995432016,4.0,True,False,False,False,False,False,False,True,False,False,False,False,True,Low,2
841-35-6630,685,6.0,745,745,2019-03-09,18,0.6317739215114879,4.761904762,0.6317739215114881,8.7,False,True,True,False,True,False,False,False,False,False,False,False,False,Medium,1
287-21-9091,669,9.0,885,885,2019-01-22,10,1.5570518950926888,4.761904762,1.5570518950926893,9.4,False,False,False,True,True,True,False,False,False,True,False,False,True,High,1
732-94-0499,326,10.0,707,707,2019-01-13,17,0.4653204429561776,4.761904762,0.4653204429561776,5.4,False,True,True,False,True,False,False,False,False,False,False,True,False,High,0
263-10-3913,403,9.0,733,733,2019-01-09,14,0.5715328011924461,4.761904762,0.5715328011924462,8.6,False,True,True,False,False,True,True,False,False,False,False,True,False,High,0
381-20-0914,102,9.0,385,385,2019-01-12,15,-0.5447223410597605,4.761904762,-0.5447223410597604,5.7,False,False,False,True,False,False,True,False,False,False,False,True,False,High,0
829-49-1914,709,10.0,940,940,2019-03-05,16,2.0315895712512706,4.761904762,2.0315895712512706,6.6,False,True,True,False,False,False,False,True,False,False,False,False,True,High,1
756-01-7507,104,5.0,224,224,2019-01-22,18,-0.8787828515381928,4.761904762,-0.8787828515381927,6.0,False,True,True,False,True,False,False,False,True,False,False,False,False,Medium,0
870-72-4431,923,6.0,846,846,2019-01-21,14,1.2285455304592745,4.761904762,1.228545530459275,5.5,False,True,True,False,True,False,False,False,True,False,False,True,False,Medium,1
847-38-7188,888,3.0,563,563,2019-01-26,19,-0.074969775167656,4.761904762,-0.0749697751676559,6.4,True,False,False,False,True,False,False,True,False,False,False,False,True,Low,2
480-63-2856,95,8.0,324,324,2019-01-23,18,-0.6561897757493922,4.761904762,-0.6561897757493921,6.6,False,True,True,False,True,True,False,True,False,False,False,False,True,High,0
787-56-0757,724,4.0,605,605,2019-02-23,18,0.0591842090889339,4.761904762,0.0591842090889339,8.3,False,True,True,False,False,False,False,True,False,False,False,True,False,Low,2
360-39-5055,400,5.0,498,498,2019-03-09,10,-0.2693221555444803,4.761904762,-0.2693221555444803,6.6,False,True,True,False,False,True,False,False,False,False,True,False,False,Medium,0
730-50-9884,754,7.0,838,838,2019-03-05,14,1.16992792969493,4.761904762,1.1699279296949303,4.0,False,True,True,False,True,False,False,False,False,False,True,False,True,High,1
362-58-8315,689,5.0,675,675,2019-03-25,10,0.3204854089976298,4.761904762,0.3204854089976297,9.9,False,True,True,False,True,True,True,False,False,False,False,False,False,Medium,1
633-44-8566,407,7.0,636,636,2019-03-27,20,0.1626622186015012,4.761904762,0.1626622186015013,7.3,False,False,False,True,False,True,False,True,False,False,False,True,False,High,0
504-35-8843,330,1.0,57,57,2019-01-02,16,-1.132692765053134,4.761904762,-1.1326927650531338,5.7,False,False,False,True,True,True,False,False,False,False,True,False,False,Low,2
318-68-5053,694,6.0,752,752,2019-02-27,17,0.6594592023389626,4.761904762,0.6594592023389629,6.1,True,False,False,False,True,False,False,False,True,False,False,False,False,Medium,1
565-80-5980,383,4.0,405,405,2019-01-23,10,-0.5044334215839756,4.761904762,-0.5044334215839755,7.1,False,True,True,False,False,False,False,False,False,True,False,False,False,Low,2
225-32-0908,355,10.0,740,740,2019-01-26,19,0.6024651211293159,4.761904762,0.6024651211293159,8.2,False,True,True,False,True,False,False,False,False,False,True,False,True,High,0
873-51-0671,125,7.0,323,323,2019-01-10,16,-0.6567879145327017,4.761904762,-0.6567879145327018,5.1,False,False,False,True,False,False,False,False,False,False,True,False,True,High,0
152-08-9985,557,9.0,834,834,2019-03-12,12,1.160614054354823,4.761904762,1.1606140543548231,8.6,True,False,False,False,False,True,False,False,True,False,False,True,False,High,1
512-91-0811,820,1.0,189,189,2019-02-06,20,-0.9306927530897078,4.761904762,-0.9306927530897078,6.6,False,True,True,False,True,True,False,False,True,False,False,True,False,Low,2
594-34-4444,894,1.0,211,211,2019-03-08,20,-0.8990341217731048,4.761904762,-0.8990341217731049,7.2,False,False,False,True,True,True,False,False,False,False,False,False,True,Low,2
766-85-7061,795,10.0,967,967,2019-03-29,10,2.440032911854137,4.761904762,2.440032911854137,5.1,True,False,False,False,True,True,False,False,True,False,False,False,True,High,1
871-39-9221,26,6.0,138,138,2019-02-09,13,-0.9949926722954938,4.761904762,-0.9949926722954938,4.1,False,True,True,False,True,False,False,False,False,False,False,False,False,Medium,0
865-92-6136,442,3.0,337,337,2019-03-23,10,-0.6380319912560639,4.761904762,-0.6380319912560638,9.3,False,False,False,True,True,True,False,True,False,False,False,False,True,Low,2
733-01-9107,751,6.0,781,781,2019-03-05,18,0.8058323074545924,4.761904762,0.8058323074545924,7.4,True,False,False,False,True,True,False,False,False,True,False,False,False,Medium,1
163-56-7055,399,1.0,70,70,2019-03-26,19,-1.1060328649970472,4.761904762,-1.1060328649970472,4.1,False,True,True,False,False,True,True,False,False,False,False,False,False,Low,2
189-98-2939,711,9.0,904,904,2019-03-01,13,1.7062447973296355,4.761904762,1.7062447973296355,7.2,False,True,True,False,True,True,True,False,False,False,False,False,False,High,1
551-21-3069,140,9.0,446,446,2019-02-01,11,-0.4270598975429933,4.761904762,-0.4270598975429931,4.9,False,True,True,False,True,False,False,False,False,False,False,False,False,High,0
212-62-1842,503,6.0,639,639,2019-03-28,16,0.1793246561365553,4.761904762,0.1793246561365555,9.9,False,False,False,True,True,True,False,True,False,False,False,False,False,Medium,0
716-39-1409,216,7.0,451,451,2019-03-19,18,-0.4064668337176186,4.761904762,-0.4064668337176185,8.0,True,False,False,False,True,True,False,False,True,False,False,False,False,High,0
704-48-3927,810,10.0,969,969,2019-01-12,14,2.474212270900402,4.761904762,2.474212270900402,7.3,False,False,False,True,False,True,False,False,False,False,False,False,True,High,1
628-34-3388,190,6.0,349,349,2019-01-05,20,-0.6122692993749417,4.761904762,-0.6122692993749416,7.9,False,True,True,False,True,True,True,False,False,False,False,True,False,Medium,0
630-74-5166,533,6.0,659,659,2019-03-22,20,0.2785302457683393,4.761904762,0.2785302457683394,7.4,False,False,False,True,True,True,False,False,False,False,True,False,False,Medium,0
588-01-7461,248,9.0,586,586,2019-03-24,10,-0.0075509894488984,4.761904762,-0.0075509894488983,4.2,False,True,True,False,True,False,False,True,False,False,False,False,False,High,0
861-77-0145,745,10.0,955,955,2019-03-03,14,2.187960138887933,4.761904762,2.187960138887933,9.2,False,True,True,False,False,True,False,False,False,False,False,False,False,High,1
479-26-8945,69,1.9999999999999996,40,40,2019-02-05,11,-1.1732380297217655,4.761904762,-1.1732380297217655,4.6,True,False,False,False,False,False,False,False,False,False,True,False,True,Low,2
210-67-5886,909,3.0,570,570,2019-02-05,10,-0.0553593679148616,4.761904762,-0.0553593679148614,7.8,False,True,True,False,False,False,False,False,True,False,False,True,False,Low,2
227-78-1148,642,7.0,791,791,2019-02-15,12,0.8642790114237056,4.761904762,0.8642790114237057,8.4,True,False,False,False,True,False,True,False,False,False,False,False,False,High,1
645-44-1170,499,9.0,803,803,2019-01-19,20,0.9187523649036904,4.761904762,0.9187523649036904,4.3,False,False,False,True,False,True,False,False,False,True,False,False,True,High,1
237-01-6122,728,9.0,917,917,2019-02-01,20,1.792376782126223,4.761904762,1.7923767821262235,9.5,False,True,True,False,False,False,False,False,False,True,False,True,False,High,1
225-98-1496,184,3.0,157,157,2019-03-02,13,-0.9678200818537132,4.761904762,-0.9678200818537132,7.1,False,True,True,False,True,False,True,False,False,False,False,True,False,Low,2
291-32-1427,124,5.0,232,232,2019-03-05,12,-0.8454579764680845,4.761904762,-0.8454579764680843,5.3,True,False,False,False,False,True,True,False,False,False,False,False,True,Medium,0
659-65-8956,423,1.0,73,73,2019-01-16,15,-1.094710952312972,4.761904762,-1.094710952312972,5.2,True,False,False,False,False,True,True,False,False,False,False,False,True,Low,2
642-32-2990,10,10.0,231,231,2019-02-02,20,-0.8458852184561628,4.761904762,-0.8458852184561627,6.0,False,False,False,True,True,False,False,True,False,False,False,False,True,High,0
378-24-2715,449,1.9999999999999996,229,229,2019-01-20,20,-0.8575062005318929,4.761904762,-0.8575062005318929,4.1,True,False,False,False,True,True,False,False,False,True,False,False,True,Low,2
638-60-7125,930,8.0,949,949,2019-02-14,17,2.088754549256149,4.761904762,2.088754549256149,5.2,False,False,False,True,True,False,False,False,False,False,False,True,False,High,1
659-36-1684,487,7.0,692,692,2019-01-12,12,0.3941419277423306,4.761904762,0.3941419277423309,6.5,False,True,True,False,False,True,False,False,False,False,True,True,False,High,0
219-22-9386,942,9.0,978,978,2019-03-09,17,2.529497384157735,4.761904762,2.529497384157736,4.2,True,False,False,False,False,True,False,False,False,False,True,True,False,High,1
336-78-2147,552,8.0,794,794,2019-03-13,19,0.8702603992568019,4.761904762,0.8702603992568021,4.6,False,True,True,False,False,True,False,False,False,True,False,True,False,High,1
268-27-6179,482,8.0,742,742,2019-03-09,14,0.6159659679525904,4.761904762,0.6159659679525906,7.3,True,False,False,False,False,False,True,False,False,False,False,False,True,High,1
668-90-8900,858,7.0,876,876,2019-03-10,18,1.4878386930240024,4.761904762,1.4878386930240026,4.5,False,False,False,True,True,False,False,False,False,True,False,True,False,High,1
870-54-3162,229,5.0,344,344,2019-01-27,13,-0.6252147316137145,4.761904762,-0.6252147316137144,9.0,False,False,False,True,True,False,False,False,False,False,True,False,False,Medium,0
189-08-9157,223,9.0,560,560,2019-01-08,16,-0.0940674920347567,4.761904762,-0.0940674920347566,5.9,False,True,True,False,True,False,True,False,False,False,False,True,False,High,0
663-86-9076,591,8.0,818,818,2019-01-08,15,1.028510831641009,4.761904762,1.028510831641009,8.5,False,True,True,False,False,False,False,True,False,False,False,False,True,High,1
549-84-7482,825,9.0,952,952,2019-02-08,11,2.1572841641439098,4.761904762,2.1572841641439098,7.2,True,False,False,False,True,False,False,False,False,False,True,False,True,High,1
191-10-6171,306,7.0,546,546,2019-01-25,13,-0.1292295076536019,4.761904762,-0.1292295076536016,7.5,True,False,False,False,True,False,True,False,False,False,False,False,False,High,0
802-70-5316,841,6.0,821,821,2019-03-06,20,1.0475658243093011,4.761904762,1.0475658243093016,8.3,False,False,False,True,False,False,False,False,False,False,True,False,False,Medium,1
695-51-0018,259,4.0,295,295,2019-02-10,18,-0.718738002804057,4.761904762,-0.718738002804057,7.4,True,False,False,False,True,False,False,False,False,False,True,False,False,Low,2
590-83-4591,791,6.0,806,806,2019-02-17,14,0.9275962740569116,4.761904762,0.9275962740569116,8.8,True,False,False,False,False,True,False,False,False,False,False,True,False,Medium,1
483-71-1164,736,6.0,774,774,2019-03-08,16,0.7699439804560143,4.761904762,0.7699439804560144,5.3,False,True,True,False,True,False,False,False,True,False,False,False,True,Medium,1
597-78-7908,823,3.0,535,535,2019-02-18,19,-0.1577692724572329,4.761904762,-0.157769272457233,6.2,False,True,True,False,True,True,True,False,False,False,False,False,False,Low,2
700-81-1757,177,5.0,275,275,2019-01-18,20,-0.7521056020729732,4.761904762,-0.7521056020729733,8.8,False,False,False,True,True,False,False,False,False,False,False,True,False,Medium,0
354-39-5160,253,6.0,442,442,2019-02-18,15,-0.4318022836106625,4.761904762,-0.4318022836106624,9.8,False,False,False,True,False,False,False,False,False,True,False,False,False,Medium,0
241-72-9525,430,10.0,798,798,2019-02-16,12,0.903670722724526,4.761904762,0.903670722724526,8.2,True,False,False,False,True,True,False,False,False,False,True,False,False,High,1
575-30-8091,636,8.0,835,835,2019-03-16,19,1.1638610934642182,4.761904762,1.1638610934642182,9.2,False,False,False,True,True,True,False,False,False,False,True,False,True,High,1
731-81-9469,821,10.0,976,976,2019-01-23,13,2.5224906155532514,4.761904762,2.5224906155532514,5.4,False,True,True,False,False,False,False,False,False,False,True,True,False,High,1
280-17-4359,826,10.0,979,979,2019-01-25,13,2.552397554718733,4.761904762,2.552397554718733,8.1,False,True,True,False,False,True,False,False,True,False,False,False,False,High,1
338-65-2210,593,10.0,891,891,2019-02-05,19,1.6167376008272292,4.761904762,1.6167376008272292,9.1,False,True,True,False,False,False,False,False,True,False,False,False,False,High,1
488-25-4221,218,1.0,31,31,2019-02-22,10,-1.1842181488153782,4.761904762,-1.1842181488153782,8.4,False,True,True,False,False,False,False,True,False,False,False,True,False,Low,2
239-10-7476,706,6.0,757,757,2019-01-21,16,0.6840683408522734,4.761904762,0.6840683408522737,8.0,False,False,False,True,True,False,False,False,False,True,False,False,True,Medium,1
458-41-1477,369,6.0,547,547,2019-03-08,17,-0.1282895752798295,4.761904762,-0.1282895752798294,9.5,False,True,True,False,True,False,False,False,True,False,False,True,False,Medium,0
685-64-1609,213,10.0,581,581,2019-02-10,12,-0.0264350853219599,4.761904762,-0.0264350853219597,9.2,False,False,False,True,False,False,True,False,False,False,False,False,True,High,0
568-90-5112,575,4.0,528,528,2019-03-19,12,-0.18383103373001,4.761904762,-0.18383103373001,5.6,False,True,True,False,True,True,False,False,True,False,False,True,False,Low,2
262-47-2794,624,8.0,831,831,2019-03-06,15,1.1419863036746083,4.761904762,1.1419863036746087,6.2,True,False,False,False,False,True,False,False,False,True,False,True,False,High,1
238-49-0436,231,8.0,521,521,2019-03-27,13,-0.2046804427482317,4.761904762,-0.2046804427482316,4.9,False,False,False,True,True,True,False,False,True,False,False,True,False,High,0
608-96-3517,836,4.0,654,654,2019-03-23,19,0.2502468261575553,4.761904762,0.2502468261575552,4.8,True,False,False,False,False,False,True,False,False,False,False,True,False,Low,2
584-86-7256,255,7.0,494,494,2019-03-11,16,-0.28055861983094,4.761904762,-0.2805586198309399,7.3,False,True,True,False,False,True,False,False,False,False,True,True,False,High,0
746-94-0204,758,9.0,927,927,2019-01-29,11,1.886583640497491,4.761904762,1.8865836404974916,7.4,False,False,False,True,True,True,True,False,False,False,False,True,False,High,1
214-17-6927,68,6.0,219,219,2019-02-07,18,-0.8916855595781579,4.761904762,-0.8916855595781578,9.9,False,True,True,False,True,False,False,True,False,False,False,False,True,Medium,0
400-89-4171,731,8.0,871,871,2019-01-28,13,1.4533602645860826,4.761904762,1.4533602645860826,9.3,False,True,True,False,True,False,False,False,False,False,True,False,False,High,1
782-95-9291,842,5.0,749,749,2019-02-20,15,0.6573657165973789,4.761904762,0.6573657165973792,9.0,False,False,False,True,False,True,False,True,False,False,False,True,False,Medium,1
279-74-2924,631,1.0,124,124,2019-01-04,19,-1.005801894593875,4.761904762,-1.0058018945938751,6.1,True,False,False,False,False,True,False,False,False,False,False,False,False,Low,2
307-85-2293,412,5.0,506,506,2019-03-07,13,-0.2400560793611159,4.761904762,-0.2400560793611159,9.7,True,False,False,False,True,True,False,False,False,True,False,False,True,Medium,0
