Gender,Location,Tenure_Months,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,GST,Offline_Spend,Online_Spend,Month,Discount_pct,Tenure_Category,Price_Category
0,1,25.0,16,1.0,153.71,6.5,1,0.1,4500.0,1576.38,1,10.0,1,4
0,1,25.0,16,1.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,1,1
0,1,25.0,16,2.0,153.71,6.5,2,0.1,4500.0,1576.38,1,10.0,1,4
0,1,25.0,16,2.0,81.5,6.5,0,0.1,4500.0,1576.38,1,10.0,1,3
0,1,25.0,16,1.0,122.77,6.5,2,0.1,4500.0,1576.38,1,10.0,1,1
0,1,25.0,16,2.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,1,4
1,1,50.0,16,1.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,0,1
1,1,50.0,16,2.0,153.71,6.5,2,0.1,4500.0,1576.38,1,10.0,0,4
1,1,50.0,16,1.0,122.77,6.5,1,0.1,4500.0,1576.38,1,10.0,0,1
0,1,39.0,16,1.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,4,1
0,1,39.0,16,2.0,153.71,6.5,2,0.1,4500.0,1576.38,1,10.0,4,4
0,1,39.0,16,1.0,122.77,6.5,2,0.1,4500.0,1576.38,1,10.0,4,1
0,1,39.0,16,3.5,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,4,4
0,1,39.0,16,1.0,81.5,6.5,1,0.1,4500.0,1576.38,1,10.0,4,3
0,1,21.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,3,4
1,1,30.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,1,4
1,1,30.0,16,1.0,122.77,6.5,2,0.1,4500.0,1576.38,1,10.0,1,1
1,1,30.0,16,1.0,153.71,6.5,2,0.1,4500.0,1576.38,1,10.0,1,4
1,1,30.0,16,1.0,81.5,7.25,2,0.1,4500.0,1576.38,1,10.0,1,3
0,1,29.0,16,1.0,153.71,6.5,2,0.1,4500.0,1576.38,1,10.0,1,4
0,1,29.0,16,2.0,81.5,6.5,2,0.1,4500.0,1576.38,1,10.0,1,3
0,1,29.0,16,1.0,153.71,6.5,2,0.1,4500.0,1576.38,1,10.0,1,4
0,1,29.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,1,4
0,1,29.0,16,1.0,153.71,6.5,1,0.1,4500.0,1576.38,1,10.0,1,4
0,1,29.0,16,2.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,1,1
0,1,29.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,1,4
0,1,29.0,16,1.0,153.71,6.5,2,0.1,4500.0,1576.38,1,10.0,1,4
1,2,26.0,16,1.0,153.71,7.25,0,0.1,4500.0,1576.38,1,10.0,1,4
0,0,41.0,16,1.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,4,1
0,0,41.0,16,2.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,4,1
0,0,41.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,4,4
0,0,24.0,16,1.0,153.71,6.5,2,0.1,4500.0,1576.38,1,10.0,3,4
0,0,24.0,16,1.0,122.77,6.5,1,0.1,4500.0,1576.38,1,10.0,3,1
0,0,24.0,16,3.5,81.5,6.5,2,0.1,4500.0,1576.38,1,10.0,3,3
0,0,24.0,16,1.0,122.77,6.5,2,0.1,4500.0,1576.38,1,10.0,3,1
0,0,24.0,16,1.0,122.77,6.5,1,0.1,4500.0,1576.38,1,10.0,3,1
0,0,24.0,16,2.0,81.5,6.5,0,0.1,4500.0,1576.38,1,10.0,3,3
0,0,24.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,3,4
0,0,24.0,16,1.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,3,1
0,0,24.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,3,4
0,0,24.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,3,4
0,0,24.0,16,2.0,81.5,6.5,2,0.1,4500.0,1576.38,1,10.0,3,3
0,0,24.0,16,1.0,81.5,6.5,2,0.1,4500.0,1576.38,1,10.0,3,3
0,0,24.0,16,1.0,153.71,6.5,2,0.1,4500.0,1576.38,1,10.0,3,4
0,0,24.0,16,1.0,153.71,6.5,2,0.1,4500.0,1576.38,1,10.0,3,4
0,0,24.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,3,4
0,0,24.0,16,2.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,3,1
0,0,24.0,16,2.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,3,1
0,0,24.0,16,2.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,3,4
0,0,24.0,16,2.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,3,1
0,0,24.0,16,1.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,3,1
0,0,24.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,3,4
0,0,24.0,16,1.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,3,1
0,0,24.0,16,1.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,3,1
0,0,24.0,16,1.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,3,1
0,0,24.0,16,1.0,81.5,6.5,1,0.1,4500.0,1576.38,1,10.0,3,3
0,0,24.0,16,2.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,3,1
0,0,24.0,16,1.0,81.5,6.5,2,0.1,4500.0,1576.38,1,10.0,3,3
0,0,24.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,3,4
0,0,24.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,3,4
0,0,24.0,16,1.0,122.77,6.5,1,0.1,4500.0,1576.38,1,10.0,3,1
0,0,24.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,3,4
0,0,24.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,3,4
0,0,24.0,16,2.0,81.5,6.5,2,0.1,4500.0,1576.38,1,10.0,3,3
0,0,24.0,16,1.0,81.5,6.5,2,0.1,4500.0,1576.38,1,10.0,3,3
0,0,24.0,16,1.0,153.71,6.5,2,0.1,4500.0,1576.38,1,10.0,3,4
0,0,24.0,16,1.0,81.5,6.5,2,0.1,4500.0,1576.38,1,10.0,3,3
0,1,21.0,16,1.0,122.77,6.5,2,0.1,4500.0,1576.38,1,10.0,3,1
0,1,21.0,16,3.5,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,3,4
0,1,21.0,16,3.5,81.5,6.5,1,0.1,4500.0,1576.38,1,10.0,3,3
0,4,26.0,16,1.0,122.77,6.5,2,0.1,4500.0,1576.38,1,10.0,1,1
1,1,40.0,16,1.0,153.71,6.5,2,0.1,4500.0,1576.38,1,10.0,4,4
1,1,40.0,16,2.0,122.77,6.5,2,0.1,4500.0,1576.38,1,10.0,4,1
1,1,40.0,16,1.0,122.77,6.5,2,0.1,4500.0,1576.38,1,10.0,4,1
1,1,40.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,4,4
1,1,40.0,16,2.0,122.77,6.5,2,0.1,4500.0,1576.38,1,10.0,4,1
1,1,40.0,16,1.0,122.77,6.5,1,0.1,4500.0,1576.38,1,10.0,4,1
1,1,40.0,16,1.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,4,4
1,1,40.0,16,1.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,4,1
1,1,40.0,16,3.0,81.5,6.5,0,0.1,4500.0,1576.38,1,10.0,4,3
1,1,40.0,16,1.0,122.77,6.5,2,0.1,4500.0,1576.38,1,10.0,4,1
1,1,40.0,16,1.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,4,1
1,1,40.0,16,2.0,153.71,6.5,1,0.1,4500.0,1576.38,1,10.0,4,4
1,1,40.0,16,3.0,81.5,6.5,2,0.1,4500.0,1576.38,1,10.0,4,3
1,1,40.0,16,2.0,153.71,6.5,0,0.1,4500.0,1576.38,1,10.0,4,4
1,1,40.0,16,1.0,81.5,6.5,2,0.1,4500.0,1576.38,1,10.0,4,3
1,1,40.0,16,1.0,153.71,6.5,2,0.1,4500.0,1576.38,1,10.0,4,4
1,1,40.0,16,1.0,122.77,6.5,0,0.1,4500.0,1576.38,1,10.0,4,1
1,1,40.0,16,1.0,122.77,6.5,1,0.1,4500.0,1576.38,1,10.0,4,1
1,1,40.0,16,3.0,81.5,6.5,2,0.1,4500.0,1576.38,1,10.0,4,3
1,1,12.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,2,4
1,1,12.0,16,2.0,81.5,6.5,0,0.1,4500.0,2928.55,1,10.0,2,3
1,1,12.0,16,3.5,153.71,6.5,1,0.1,4500.0,2928.55,1,10.0,2,4
1,1,40.0,16,1.0,122.77,6.5,2,0.1,4500.0,2928.55,1,10.0,4,1
1,1,40.0,16,1.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,4,1
0,0,28.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,1,4
0,0,28.0,16,1.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,1,1
0,0,28.0,16,1.0,153.71,6.5,2,0.1,4500.0,2928.55,1,10.0,1,4
0,0,28.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,1,4
0,0,28.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,1,4
0,0,28.0,16,1.0,81.5,6.5,2,0.1,4500.0,2928.55,1,10.0,1,3
0,0,28.0,16,1.0,81.5,6.5,0,0.1,4500.0,2928.55,1,10.0,1,3
0,0,28.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,1,4
0,0,28.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,1,4
0,0,28.0,16,1.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,1,1
0,0,28.0,16,1.0,122.77,6.5,2,0.1,4500.0,2928.55,1,10.0,1,1
0,0,28.0,16,2.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,1,4
0,0,28.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,1,4
0,0,28.0,16,3.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,1,1
0,0,28.0,16,2.0,153.71,6.5,2,0.1,4500.0,2928.55,1,10.0,1,4
0,0,28.0,16,2.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,1,1
0,0,15.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,3,4
0,0,15.0,16,2.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,3,4
0,0,15.0,16,1.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,3,1
0,0,15.0,16,1.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,3,1
0,0,15.0,16,1.0,122.77,6.5,1,0.1,4500.0,2928.55,1,10.0,3,1
0,0,15.0,16,1.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,3,1
0,0,15.0,16,3.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,3,1
0,0,15.0,16,1.0,153.71,6.5,2,0.1,4500.0,2928.55,1,10.0,3,4
0,0,15.0,16,1.0,122.77,6.5,2,0.1,4500.0,2928.55,1,10.0,3,1
0,0,15.0,16,2.0,122.77,6.5,1,0.1,4500.0,2928.55,1,10.0,3,1
0,0,15.0,16,2.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,3,4
0,0,15.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,3,4
0,0,15.0,16,1.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,3,1
0,0,15.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,3,4
0,0,15.0,16,2.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,3,1
0,0,15.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,3,4
0,0,15.0,16,2.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,3,4
0,0,15.0,16,1.0,81.5,6.5,1,0.1,4500.0,2928.55,1,10.0,3,3
0,0,15.0,16,1.0,153.71,6.5,2,0.1,4500.0,2928.55,1,10.0,3,4
0,0,15.0,16,1.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,3,1
0,0,15.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,3,4
0,0,15.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,3,4
0,0,18.0,16,2.0,122.77,6.5,2,0.1,4500.0,2928.55,1,10.0,3,1
0,0,18.0,16,1.0,122.77,6.5,1,0.1,4500.0,2928.55,1,10.0,3,1
0,0,18.0,16,1.0,81.5,6.5,0,0.1,4500.0,2928.55,1,10.0,3,3
0,0,18.0,16,1.0,122.77,6.5,1,0.1,4500.0,2928.55,1,10.0,3,1
0,0,18.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,3,4
0,0,18.0,16,2.0,122.77,6.5,2,0.1,4500.0,2928.55,1,10.0,3,1
0,0,18.0,16,3.0,81.5,6.5,0,0.1,4500.0,2928.55,1,10.0,3,3
0,0,18.0,16,1.0,153.71,6.5,0,0.1,4500.0,2928.55,1,10.0,3,4
0,0,18.0,16,1.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,3,1
0,0,18.0,16,1.0,153.71,6.5,2,0.1,4500.0,2928.55,1,10.0,3,4
0,0,18.0,16,1.0,122.77,6.5,2,0.1,4500.0,2928.55,1,10.0,3,1
0,0,18.0,16,1.0,205.3,6.5,0,0.1,4500.0,2928.55,1,10.0,3,0
0,0,18.0,16,1.0,122.77,6.5,1,0.1,4500.0,2928.55,1,10.0,3,1
0,0,18.0,16,2.0,122.77,6.5,2,0.1,4500.0,2928.55,1,10.0,3,1
0,0,18.0,16,1.0,81.5,6.5,0,0.1,4500.0,2928.55,1,10.0,3,3
0,0,18.0,16,1.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,3,1
0,0,18.0,16,2.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,3,1
0,0,18.0,16,3.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,3,1
0,0,18.0,16,2.0,122.77,6.5,2,0.1,4500.0,2928.55,1,10.0,3,1
0,0,18.0,16,2.0,122.77,6.5,0,0.1,4500.0,2928.55,1,10.0,3,1
0,0,18.0,16,1.0,122.77,6.5,1,0.1,4500.0,2928.55,1,10.0,3,1
1,1,12.0,16,3.5,122.77,6.5,0,0.1,3000.0,3727.61,1,10.0,2,1
1,1,12.0,16,1.0,122.77,6.5,0,0.1,3000.0,3727.61,1,10.0,2,1
0,1,32.0,16,1.0,153.71,6.5,2,0.1,3000.0,3727.61,1,10.0,1,4
0,1,33.0,16,1.0,153.71,6.5,1,0.1,3000.0,3727.61,1,10.0,1,4
0,1,33.0,16,1.0,153.71,6.5,0,0.1,3000.0,3727.61,1,10.0,1,4
0,1,33.0,16,1.0,102.13,6.5,1,0.1,3000.0,3727.61,1,10.0,1,1
0,1,33.0,16,1.0,153.71,6.5,2,0.1,3000.0,3727.61,1,10.0,1,4
0,1,33.0,16,1.0,102.13,6.5,2,0.1,3000.0,3727.61,1,10.0,1,1
0,1,33.0,16,1.0,153.71,6.5,2,0.1,3000.0,3727.61,1,10.0,1,4
0,1,33.0,16,3.5,122.77,6.5,1,0.1,3000.0,3727.61,1,10.0,1,1
0,1,33.0,16,2.0,102.13,6.5,0,0.1,3000.0,3727.61,1,10.0,1,1
0,1,33.0,16,1.0,153.71,6.5,2,0.1,3000.0,3727.61,1,10.0,1,4
0,1,33.0,16,1.0,122.77,6.5,2,0.1,3000.0,3727.61,1,10.0,1,1
0,1,33.0,16,2.0,122.77,6.5,0,0.1,3000.0,3727.61,1,10.0,1,1
0,1,33.0,16,1.0,122.77,6.5,2,0.1,3000.0,3727.61,1,10.0,1,1
0,1,33.0,16,1.0,122.77,6.5,2,0.1,3000.0,3727.61,1,10.0,1,1
0,1,33.0,16,1.0,81.5,6.5,1,0.1,3000.0,3727.61,1,10.0,1,3
0,1,33.0,16,1.0,153.71,6.5,0,0.1,3000.0,3727.61,1,10.0,1,4
0,1,33.0,16,1.0,122.77,6.5,0,0.1,3000.0,3727.61,1,10.0,1,1
0,1,33.0,16,1.0,153.71,6.5,0,0.1,3000.0,3727.61,1,10.0,1,4
0,1,33.0,16,1.0,153.71,6.5,0,0.1,3000.0,3727.61,1,10.0,1,4
0,1,33.0,16,1.0,81.5,6.5,2,0.1,3000.0,3727.61,1,10.0,1,3
0,1,33.0,16,3.5,81.5,6.5,0,0.1,3000.0,3727.61,1,10.0,1,3
0,1,33.0,16,3.0,122.77,6.5,0,0.1,3000.0,3727.61,1,10.0,1,1
1,3,23.0,16,2.0,153.71,6.5,2,0.1,3000.0,3727.61,1,10.0,3,4
1,3,23.0,16,1.0,153.71,6.5,0,0.1,3000.0,3727.61,1,10.0,3,4
1,3,23.0,16,1.0,122.77,6.5,0,0.1,3000.0,3727.61,1,10.0,3,1
1,0,7.0,16,1.0,81.5,6.5,1,0.1,3000.0,3727.61,1,10.0,2,3
1,0,7.0,16,1.0,81.5,6.5,0,0.1,3000.0,3727.61,1,10.0,2,3
1,0,7.0,16,1.0,122.77,6.5,0,0.1,3000.0,3727.61,1,10.0,2,1
1,0,7.0,16,1.0,122.77,6.5,2,0.1,3000.0,3727.61,1,10.0,2,1
1,0,7.0,16,1.0,153.71,6.5,0,0.1,3000.0,3727.61,1,10.0,2,4
1,0,7.0,16,2.0,81.5,6.5,1,0.1,3000.0,3727.61,1,10.0,2,3
1,0,7.0,16,1.0,153.71,6.5,1,0.1,3000.0,3727.61,1,10.0,2,4
1,0,7.0,16,1.0,122.77,6.5,1,0.1,3000.0,3727.61,1,10.0,2,1
1,0,7.0,16,1.0,153.71,6.5,0,0.1,3000.0,3727.61,1,10.0,2,4
1,0,7.0,16,1.0,153.71,6.5,2,0.1,3000.0,3727.61,1,10.0,2,4
1,2,4.0,16,2.0,122.77,6.5,1,0.1,3000.0,3727.61,1,10.0,5,1
1,2,4.0,16,1.0,153.71,6.5,0,0.1,3000.0,3727.61,1,10.0,5,4
1,2,4.0,16,3.0,81.5,6.5,2,0.1,3000.0,3727.61,1,10.0,5,3
0,3,41.0,16,2.0,81.5,6.5,0,0.1,3000.0,3727.61,1,10.0,4,3
0,3,41.0,16,1.0,153.71,6.5,2,0.1,3000.0,3727.61,1,10.0,4,4
0,3,41.0,16,1.0,122.77,6.5,0,0.1,3000.0,3727.61,1,10.0,4,1
0,3,41.0,16,1.0,153.71,6.5,2,0.1,3000.0,3727.61,1,10.0,4,4
0,3,41.0,16,1.0,122.77,6.5,2,0.1,3000.0,3727.61,1,10.0,4,1
1,1,12.0,16,1.0,153.71,6.5,0,0.1,3000.0,417.73,1,10.0,2,4
1,1,12.0,16,2.0,81.5,6.5,0,0.1,3000.0,417.73,1,10.0,2,3
1,1,12.0,16,1.0,153.71,6.5,0,0.1,3000.0,417.73,1,10.0,2,4
1,1,12.0,16,2.0,81.5,6.5,0,0.1,3000.0,417.73,1,10.0,2,3
1,1,12.0,16,1.0,122.77,6.5,0,0.1,3000.0,417.73,1,10.0,2,1
1,1,12.0,16,3.5,122.77,6.5,2,0.1,3000.0,417.73,1,10.0,2,1
1,1,12.0,16,1.0,122.77,6.5,0,0.1,3000.0,417.73,1,10.0,2,1
1,1,12.0,16,1.0,122.77,6.5,2,0.1,3000.0,417.73,1,10.0,2,1
1,1,12.0,16,2.0,153.71,6.5,0,0.1,3000.0,417.73,1,10.0,2,4
1,1,12.0,16,1.0,122.77,6.5,0,0.1,3000.0,417.73,1,10.0,2,1
1,1,12.0,16,1.0,122.77,6.5,2,0.1,3000.0,417.73,1,10.0,2,1
1,1,12.0,16,1.0,153.71,6.5,0,0.1,3000.0,417.73,1,10.0,2,4
1,1,12.0,16,1.0,122.77,6.5,1,0.1,3000.0,417.73,1,10.0,2,1
1,1,12.0,16,1.0,122.77,6.5,2,0.1,3000.0,417.73,1,10.0,2,1
1,1,12.0,16,1.0,153.71,6.5,0,0.1,3000.0,417.73,1,10.0,2,4
1,1,12.0,16,1.0,122.77,6.5,2,0.1,3000.0,417.73,1,10.0,2,1
1,1,12.0,16,1.0,153.71,6.5,0,0.1,3000.0,417.73,1,10.0,2,4
1,1,12.0,16,1.0,122.77,6.5,2,0.1,3000.0,417.73,1,10.0,2,1
1,1,12.0,16,1.0,153.71,6.5,2,0.1,3000.0,417.73,1,10.0,2,4
1,1,12.0,16,1.0,153.71,6.5,2,0.1,3000.0,417.73,1,10.0,2,4
1,1,12.0,16,3.0,122.77,6.5,2,0.1,3000.0,417.73,1,10.0,2,1
1,1,12.0,16,2.0,122.77,6.5,0,0.1,3000.0,417.73,1,10.0,2,1
1,1,12.0,16,1.0,153.71,6.5,2,0.1,3000.0,417.73,1,10.0,2,4
1,0,32.0,16,3.0,122.77,6.5,0,0.1,3000.0,417.73,1,10.0,1,1
1,0,32.0,16,1.0,81.5,6.5,0,0.1,3000.0,417.73,1,10.0,1,3
1,0,32.0,16,1.0,153.71,6.5,0,0.1,3000.0,417.73,1,10.0,1,4
1,0,23.0,16,1.0,153.71,6.5,2,0.1,3000.0,417.73,1,10.0,3,4
1,0,23.0,16,1.0,122.77,6.5,0,0.1,3000.0,417.73,1,10.0,3,1
1,0,23.0,16,3.0,81.5,6.5,2,0.1,3000.0,417.73,1,10.0,3,3
1,0,23.0,16,1.0,153.71,6.5,0,0.1,3000.0,417.73,1,10.0,3,4
1,0,23.0,16,1.0,122.77,6.5,0,0.1,3000.0,417.73,1,10.0,3,1
1,0,23.0,16,1.0,153.71,6.5,0,0.1,3000.0,417.73,1,10.0,3,4
1,0,23.0,16,1.0,122.77,6.5,1,0.1,3000.0,417.73,1,10.0,3,1
1,0,23.0,16,1.0,153.71,6.5,1,0.1,3000.0,417.73,1,10.0,3,4
1,0,23.0,16,1.0,153.71,6.5,0,0.1,3000.0,417.73,1,10.0,3,4
1,0,23.0,16,1.0,153.71,6.5,1,0.1,3000.0,417.73,1,10.0,3,4
0,1,8.0,16,1.0,153.71,6.5,0,0.1,3000.0,417.73,1,10.0,2,4
0,1,8.0,16,1.0,153.71,6.5,2,0.1,3000.0,417.73,1,10.0,2,4
0,1,8.0,16,3.5,81.5,6.5,2,0.1,3000.0,417.73,1,10.0,2,3
0,1,8.0,16,1.0,122.77,6.5,1,0.1,3000.0,417.73,1,10.0,2,1
0,1,8.0,16,1.0,122.77,6.5,0,0.1,3000.0,417.73,1,10.0,2,1
0,1,8.0,16,2.0,122.77,6.5,0,0.1,3000.0,417.73,1,10.0,2,1
0,1,8.0,16,1.0,122.77,6.5,2,0.1,3000.0,417.73,1,10.0,2,1
0,1,8.0,16,1.0,153.71,6.5,2,0.1,3000.0,417.73,1,10.0,2,4
