Invoice ID,Unit price,Quantity,Tax 5%,Total,Date,Time,cogs,gross margin percentage,gross income,Rating,Branch_B,Branch_C,City_Naypyitaw,City_Yangon,Customer type_Normal,Gender_Male,Product line_Fashion accessories,Product line_Food and beverages,Product line_Health and beauty,Product line_Home and lifestyle,Product line_Sports and travel,Payment_Credit card,Payment_Ewallet,Quantity_bin
365-64-0515,-0.3293684374029712,-0.1745398684007332,-0.31119187037615487,-0.3111918703761549,2019-02-12,10,-0.311191870376155,4.761904762,-0.31119187037615487,0.07410983251342891,False,False,False,True,True,False,False,False,False,False,False,False,True,Medium
252-56-2699,-0.4713550077287028,1.5366353119986127,0.5311157091202376,0.5311157091202376,2019-02-07,16,0.5311157091202375,4.761904762,0.5311157091202376,0.7144933027787219,False,False,False,True,True,True,False,True,False,False,False,False,True,High
829-34-3910,0.5931666458570335,1.5366353119986127,1.735510873513,1.735510873513,2019-03-29,19,1.7355108735129998,4.761904762,1.735510873513,-0.7409236750969439,False,False,False,True,True,False,False,False,True,False,False,False,False,High
299-46-1805,1.4367783429519378,0.16769516767913598,1.0883247099719726,1.0883247099719726,2019-01-15,16,1.0883247099719728,4.761904762,1.0883247099719726,-1.439523824477264,True,False,False,False,False,False,False,False,False,False,True,False,False,Medium
656-95-9349,0.5006488008309589,0.5099302037590051,0.7473428792866715,0.7473428792866714,2019-03-11,11,0.7473428792866714,4.761904762,0.7473428792866715,-1.3813071453622374,False,False,False,True,False,False,False,False,True,False,False,True,False,High
765-26-6951,0.6396143802986958,0.16769516767913598,0.5471800078719824,0.5471800078719822,2019-01-01,10,0.5471800078719823,4.761904762,0.5471800078719824,-0.04232352571662398,False,False,False,True,True,True,False,False,False,False,True,True,False,Medium
329-62-1586,-0.03784281960652271,-0.8590099405604715,-0.613422852742753,-0.6134228527427531,2019-01-21,18,-0.6134228527427531,4.761904762,-0.613422852742753,0.9473600192388287,False,False,False,True,True,True,False,True,False,False,False,True,False,Low
319-50-3348,-0.5804883024737464,-1.2012449766403408,-0.9697853949988734,-0.9697853949988733,2019-03-11,15,-0.9697853949988734,4.761904762,-0.9697853949988734,-1.4977405035922904,True,False,False,False,True,False,False,False,False,True,False,False,True,Low
300-71-4605,1.1467632205844867,-0.1745398684007332,0.5238525953229066,0.5238525953229063,2019-02-25,11,0.5238525953229063,4.761904762,0.5238525953229066,-1.264873787132184,False,True,True,False,False,True,False,False,False,False,False,False,True,Medium
371-85-5789,1.220022248890848,-0.8590099405604715,-0.18647993405609561,-0.18647993405609561,2019-03-05,10,-0.18647993405609564,4.761904762,-0.18647993405609561,-1.0902237497871041,True,False,False,False,True,True,False,False,True,False,False,False,True,Low
273-16-6619,-0.8486012411207391,-1.2012449766403408,-1.0304537573059935,-1.0304537573059938,2019-03-15,12,-1.0304537573059938,4.761904762,-1.0304537573059935,-1.4977405035922904,True,False,False,False,True,True,False,False,False,True,False,True,False,Low
636-48-8204,-0.7972443965348363,-0.1745398684007332,-0.5758682819906693,-0.5758682819906694,2019-02-17,11,-0.5758682819906694,4.761904762,-0.5758682819906693,1.7041768477341757,False,False,False,True,True,True,False,False,False,False,False,False,True,Medium
549-59-1358,1.2445677996120512,-0.8590099405604715,-0.17814871528856852,-0.1781487152885685,2019-03-02,17,-0.1781487152885686,4.761904762,-0.17814871528856852,-0.566273637751864,False,False,False,True,False,True,False,False,False,False,True,False,True,Low
227-03-5010,-0.11638858191437407,0.8521652398388743,0.4833500548530826,0.48335005485308224,2019-03-22,19,0.48335005485308247,4.761904762,0.4833500548530826,0.8891433401238023,False,False,False,True,False,False,False,False,False,True,False,True,False,High
649-29-6775,-0.8365172776887619,-1.54348001272021,-1.1709309229861427,-1.1709309229861429,2019-02-08,15,-1.1709309229861429,4.761904762,-1.1709309229861427,-0.1587568839466774,True,False,False,False,True,True,True,False,False,False,False,False,False,Low
189-17-4241,1.20831590931612,-1.2012449766403408,-0.5650163354934803,-0.5650163354934803,2019-03-10,12,-0.5650163354934803,4.761904762,-0.5650163354934803,0.4234099072035891,False,False,False,True,True,False,True,False,False,False,False,True,False,Low
145-94-9061,1.2343719554663206,-0.1745398684007332,0.5734126659399906,0.5734126659399905,2019-01-25,19,0.5734126659399906,4.761904762,0.5734126659399906,1.5295268103890953,True,False,False,False,True,False,False,True,False,False,False,False,False,Medium
848-62-7243,-1.1624066664948955,1.1944002759187435,-0.3570776598957657,-0.35707765989576573,2019-03-15,15,-0.3570776598957658,4.761904762,-0.3570776598957657,0.24875986985850929,False,False,False,True,True,True,False,False,True,False,False,False,False,High
871-79-8483,1.4522609210991584,-0.1745398684007332,0.6966719795005837,0.6966719795005837,2019-02-25,19,0.6966719795005836,4.761904762,0.6966719795005837,-1.264873787132184,True,False,False,False,True,True,True,False,False,False,False,True,False,Medium
149-71-6266,0.8457970063568054,1.1944002759187435,1.687787943444653,1.6877879434446523,2019-01-28,12,1.6877879434446525,4.761904762,1.687787943444653,-1.439523824477264,True,False,False,False,False,True,False,False,False,False,True,False,False,High
640-49-2076,1.0614202288461478,0.8521652398388743,1.5494042635060874,1.549404263506087,2019-01-10,14,1.5494042635060872,4.761904762,1.5494042635060874,-1.0902237497871041,True,False,False,False,True,True,False,False,False,False,True,False,False,High
595-11-5460,1.5447787661252335,-1.2012449766403408,-0.488881813217925,-0.488881813217925,2019-03-15,10,-0.48888181321792507,4.761904762,-0.488881813217925,-1.0902237497871041,False,False,False,True,True,True,False,False,True,False,False,True,False,Low
183-56-6882,1.6520239415840308,-0.5167749044806024,0.3849135007998393,0.38491350079983927,2019-02-06,10,0.3849135007998392,4.761904762,0.3849135007998393,0.3069765489735357,False,True,True,False,False,False,False,True,False,False,False,False,True,Low
232-16-2483,0.47006126839376666,-1.54348001272021,-1.0231051951110466,-1.0231051951110466,2019-01-07,12,-1.0231051951110468,4.761904762,-1.0231051951110466,-0.10054020483165095,False,True,True,False,False,False,False,False,False,False,True,False,True,Low
129-29-8530,0.26236814690665927,-0.1745398684007332,0.023552227283202713,0.023552227283202668,2019-03-10,19,0.023552227283202772,4.761904762,0.023552227283202713,0.015893153398402464,False,False,False,True,False,True,False,False,False,False,True,False,True,Medium
272-65-1806,0.19666159574528375,1.1944002759187435,1.0268018636886957,1.0268018636886957,2019-01-15,17,1.0268018636886953,4.761904762,1.0268018636886957,-1.3230904662472105,False,False,False,True,True,False,False,False,False,False,False,False,True,High
333-73-7901,-0.028402223175290564,0.8521652398388743,0.5629879614308798,0.5629879614308796,2019-03-23,13,0.5629879614308798,4.761904762,0.5629879614308798,0.3651932280885622,False,True,True,False,True,False,False,False,True,False,False,False,True,High
777-82-7220,-0.9649093891535191,0.8521652398388743,-0.2846601429164917,-0.2846601429164917,2019-03-03,13,-0.2846601429164918,4.761904762,-0.2846601429164917,0.4234099072035891,True,False,False,False,False,True,False,False,False,True,False,False,False,High
280-35-5823,1.1724416428774378,-1.54348001272021,-0.9436381853284805,-0.9436381853284806,2019-01-17,18,-0.9436381853284806,4.761904762,-0.9436381853284805,0.5398432654336426,True,False,False,False,False,False,False,False,False,True,False,False,True,Low
554-53-8700,0.016535015837374347,-1.2012449766403408,-0.8346914783685111,-0.8346914783685109,2019-02-02,10,-0.834691478368511,4.761904762,-0.8346914783685111,-0.39162360040678423,False,True,True,False,False,True,False,False,False,True,False,False,False,Low
354-25-5821,0.5078236541186952,0.16769516767913598,0.4577155355683838,0.4577155355683837,2019-02-08,13,0.45771553556838374,4.761904762,0.4577155355683838,-0.7991403542119708,True,False,False,False,False,False,False,False,False,False,True,False,False,Medium
228-96-1411,1.6248350238620823,0.8521652398388743,2.0593603004763605,2.059360300476361,2019-03-04,20,2.0593603004763605,4.761904762,2.0593603004763605,0.3651932280885622,False,True,True,False,False,False,False,True,False,False,False,False,False,High
617-15-4209,-1.5219045785962155,-1.2012449766403408,-1.1828082502547197,-1.18280825025472,2019-03-16,19,-1.18280825025472,4.761904762,-1.1828082502547197,0.13232651162845588,False,True,True,False,False,True,False,False,True,False,False,False,False,Low
132-32-9879,1.4458413155259204,-0.5167749044806024,0.29160385060353605,0.29160385060353583,2019-03-09,18,0.29160385060353566,4.761904762,0.29160385060353605,1.4713101312740688,True,False,False,False,False,False,False,False,False,False,False,False,False,Low
370-41-7321,0.038437199557832855,1.1944002759187435,0.8656889099843641,0.8656889099843641,2019-02-27,17,0.8656889099843639,4.761904762,0.8656889099843641,0.8309266610087758,True,False,False,False,False,True,False,False,True,False,False,True,False,High
727-46-3608,-1.3466871088325472,1.1944002759187435,-0.5447223410597604,-0.5447223410597604,2019-02-06,15,-0.5447223410597605,4.761904762,-0.5447223410597604,-1.6723905409373707,True,False,False,False,False,False,False,True,False,False,False,False,True,High
669-54-1719,-1.3874704854154698,0.16769516767913598,-0.8288809873306459,-0.8288809873306459,2019-02-10,12,-0.8288809873306461,4.761904762,-0.8288809873306459,0.6562766236636954,True,False,False,False,False,True,False,False,False,False,False,True,False,Medium
574-22-5561,1.01799348526248,1.5366353119986127,2.216158110101101,2.2161581101011016,2019-03-19,17,2.216158110101101,4.761904762,2.216158110101101,0.5398432654336426,False,True,True,False,False,False,True,False,False,False,False,False,True,High
326-78-5178,1.3491696080701039,0.5099302037590051,1.4193518023350487,1.4193518023350487,2019-02-03,10,1.4193518023350487,4.761904762,1.4193518023350487,1.4713101312740688,False,True,True,False,False,True,False,True,False,False,False,False,False,High
162-48-8011,-0.41848766771380264,-0.1745398684007332,-0.3616064249693957,-0.3616064249693958,2019-02-10,15,-0.3616064249693959,4.761904762,-0.3616064249693957,0.8891433401238023,False,False,False,True,False,False,False,True,False,False,False,False,False,Medium
616-24-2851,-1.4274986142838941,-0.5167749044806024,-1.0087498643116153,-1.0087498643116153,2019-03-22,14,-1.0087498643116153,4.761904762,-1.0087498643116153,-0.2751902421767308,True,False,False,False,False,False,True,False,False,False,False,False,True,Low
778-71-5554,-1.51963883545272,-1.54348001272021,-1.2482189986295094,-1.2482189986295094,2019-01-25,15,-1.2482189986295094,4.761904762,-1.2482189986295094,-0.5080569586368376,False,True,True,False,False,True,True,False,False,False,False,True,False,Low
242-55-6721,-1.4920722938735218,-1.2012449766403408,-1.1760578268430826,-1.1760578268430826,2019-03-07,11,-1.1760578268430826,4.761904762,-1.1760578268430826,-0.2751902421767308,True,False,False,False,True,True,False,False,False,True,False,False,True,Low
399-46-5918,1.1444974774409908,0.8521652398388743,1.6245988534078706,1.62459885340787,2019-02-28,19,1.6245988534078701,4.761904762,1.6245988534078706,0.7144933027787219,False,True,True,False,True,False,False,False,False,False,False,False,False,High
106-35-6779,-0.42792826414503476,-1.2012449766403408,-0.9352642423621458,-0.9352642423621457,2019-03-27,11,-0.9352642423621457,4.761904762,-0.9352642423621458,-0.6827069959819174,False,False,False,True,False,True,False,False,False,True,False,False,False,Low
635-40-6220,1.281197313765232,0.8521652398388743,1.74832813315535,1.7483281331553493,2019-02-07,11,1.748328133155349,4.761904762,1.74832813315535,-0.21697356306170434,False,False,False,True,True,True,False,False,True,False,False,False,True,High
817-48-8732,0.6297961600102141,1.5366353119986127,1.7769533463565963,1.776953346356596,2019-01-20,15,1.7769533463565963,4.761904762,1.7769533463565963,-0.9155737124420238,False,False,False,True,False,False,False,False,False,True,False,False,False,High
120-06-4233,-0.9464058201483042,0.16769516767913598,-0.5294698020853646,-0.5294698020853648,2019-03-12,20,-0.5294698020853648,4.761904762,-0.5294698020853646,1.3548767730440159,False,True,True,False,True,True,False,False,False,False,False,False,False,Medium
285-68-5083,-1.168071024353635,-0.8590099405604715,-0.9970434338382695,-0.9970434338382697,2019-02-15,17,-0.9970434338382697,4.761904762,-0.9970434338382695,1.7623935268492021,False,True,True,False,False,False,False,False,False,False,True,True,False,Low
803-83-5989,0.0021853092619013932,0.16769516767913598,0.11446932234626772,0.11446932234626749,2019-02-24,10,0.11446932234626751,4.761904762,0.11446932234626772,0.015893153398402464,False,True,True,False,True,True,False,False,False,True,False,False,True,Medium
347-34-2234,-0.022737865316551333,1.1944002759187435,0.8033970281225463,0.8033970281225462,2019-02-03,13,0.8033970281225461,4.761904762,0.8033970281225463,1.7623935268492021,True,False,False,False,False,False,False,False,False,False,True,False,True,High
199-75-8169,-1.505289128877247,1.5366353119986127,-0.6386728542381812,-0.6386728542381813,2019-03-06,12,-0.6386728542381813,4.761904762,-0.6386728542381812,0.9473600192388287,False,False,False,True,False,True,False,False,False,False,True,True,False,High
853-23-2453,0.757810647617722,-0.5167749044806024,-0.019770110307938127,-0.01977011030793816,2019-02-14,14,-0.019770110307938276,4.761904762,-0.019770110307938127,0.3651932280885622,True,False,False,False,False,True,False,False,True,False,False,False,False,Low
877-22-3308,-1.5030233857337514,1.5366353119986127,-0.6361094023097115,-0.6361094023097115,2019-03-13,16,-0.6361094023097115,4.761904762,-0.6361094023097115,-0.6827069959819174,False,False,False,True,False,True,False,False,True,False,False,False,False,High
838-78-4295,-0.8384053969750085,-1.2012449766403408,-1.0281466505703707,-1.0281466505703707,2019-02-10,15,-1.028146650570371,4.761904762,-1.0281466505703707,-0.1587568839466774,False,True,True,False,True,False,False,False,True,False,False,False,True,Low
109-28-2512,1.58367402342191,0.16769516767913598,1.188042989989451,1.1880429899894505,2019-01-07,15,1.1880429899894505,4.761904762,1.188042989989451,1.7041768477341757,True,False,False,False,False,False,True,False,False,False,False,False,True,Medium
232-11-3025,0.8722306763642556,1.5366353119986127,2.051242702702873,2.051242702702873,2019-01-24,10,2.051242702702873,4.761904762,2.051242702702873,-0.33340692129175725,False,False,False,True,True,True,False,False,False,False,True,False,False,High
382-03-4532,-1.410127916850427,-1.54348001272021,-1.2358289809752385,-1.2358289809752383,2019-02-02,18,-1.2358289809752385,4.761904762,-1.2358289809752385,-1.5559571827073173,False,False,False,True,False,False,False,False,True,False,False,False,False,Low
393-65-2792,1.276665827478241,1.5366353119986127,2.5088188719347455,2.508818871934745,2019-01-06,12,2.508818871934745,4.761904762,2.5088188719347455,1.5295268103890953,False,True,True,False,True,True,False,True,False,False,False,True,False,High
796-12-2025,0.24348695404419496,1.5366353119986127,1.3398847925524828,1.3398847925524828,2019-02-11,16,1.339884792552483,4.761904762,1.3398847925524828,-0.6244903168668905,False,True,True,False,True,True,True,False,False,False,False,False,False,High
510-95-6347,-0.2700814918148334,-0.8590099405604715,-0.6922489995432016,-0.6922489995432017,2019-03-05,18,-0.6922489995432017,4.761904762,-0.6922489995432016,-1.7306072200523972,True,False,False,False,False,False,False,True,False,False,False,False,True,Low
841-35-6630,0.7642302531909599,0.16769516767913598,0.6317739215114881,0.631773921511488,2019-03-09,18,0.6317739215114879,4.761904762,0.6317739215114881,1.0055766983538552,False,True,True,False,True,False,False,False,False,False,False,False,False,Medium
287-21-9091,0.7174048948920487,1.1944002759187435,1.5570518950926893,1.5570518950926888,2019-01-22,10,1.5570518950926888,4.761904762,1.5570518950926893,1.4130934521590424,False,False,False,True,True,True,False,False,False,True,False,False,True,High
732-94-0499,-0.5295090817450928,1.5366353119986127,0.46532044295617764,0.4653204429561775,2019-01-13,17,0.4653204429561776,4.761904762,0.46532044295617764,-0.9155737124420238,False,True,True,False,True,False,False,False,False,False,False,True,False,High
263-10-3913,-0.25044505123787064,1.1944002759187435,0.5715328011924462,0.571532801192446,2019-01-09,14,0.5715328011924461,4.761904762,0.5715328011924462,0.9473600192388287,False,True,True,False,False,True,True,False,False,False,False,True,False,High
381-20-0914,-1.3466871088325472,1.1944002759187435,-0.5447223410597604,-0.5447223410597604,2019-01-12,15,-0.5447223410597605,4.761904762,-0.5447223410597604,-0.7409236750969439,False,False,False,True,False,False,True,False,False,False,False,True,False,High
829-49-1914,0.8548599789307887,1.5366353119986127,2.0315895712512706,2.03158957125127,2019-03-05,16,2.0315895712512706,4.761904762,2.0315895712512706,-0.21697356306170434,False,True,True,False,False,False,False,True,False,False,False,False,True,High
756-01-7507,-1.3327150261143232,-0.1745398684007332,-0.8787828515381927,-0.8787828515381928,2019-01-22,18,-0.8787828515381928,4.761904762,-0.8787828515381927,-0.566273637751864,False,True,True,False,True,False,False,False,True,False,False,False,False,Medium
870-72-4431,1.643338592867297,0.16769516767913598,1.228545530459275,1.2285455304592747,2019-01-21,14,1.2285455304592745,4.761904762,1.228545530459275,-0.8573570333269973,False,True,True,False,True,False,False,False,True,False,False,True,False,Medium
847-38-7188,1.5485550046977268,-0.8590099405604715,-0.07496977516765599,-0.07496977516765622,2019-01-26,19,-0.07496977516765604,4.761904762,-0.07496977516765599,-0.33340692129175725,True,False,False,False,True,False,False,True,False,False,False,False,True,Low
480-63-2856,-1.3753865219834926,0.8521652398388743,-0.6561897757493921,-0.6561897757493922,2019-01-23,18,-0.6561897757493922,4.761904762,-0.6561897757493921,-0.21697356306170434,False,True,True,False,True,True,False,True,False,False,False,False,True,High
787-56-0757,0.9322728696668922,-0.5167749044806024,0.05918420908893394,0.05918420908893393,2019-02-23,18,0.05918420908893391,4.761904762,0.05918420908893394,0.7727099818937494,False,True,True,False,False,False,False,True,False,False,False,True,False,Low
360-39-5055,-0.2553541613821115,-0.1745398684007332,-0.26932215554448036,-0.26932215554448047,2019-03-09,10,-0.26932215554448036,4.761904762,-0.26932215554448036,-0.21697356306170434,False,True,True,False,False,True,False,False,False,False,True,False,False,Medium
730-50-9884,1.0342313111241994,0.5099302037590051,1.1699279296949303,1.16992792969493,2019-03-05,14,1.16992792969493,4.761904762,1.1699279296949303,-1.7306072200523972,False,True,True,False,True,False,False,False,False,False,True,False,True,High
362-58-8315,0.7872653084831663,-0.1745398684007332,0.32048540899762973,0.3204854089976298,2019-03-25,10,0.3204854089976298,4.761904762,0.32048540899762973,1.7041768477341757,False,True,True,False,True,True,True,False,False,False,False,False,False,Medium
633-44-8566,-0.2376058400913948,0.5099302037590051,0.16266221860150135,0.1626622186015011,2019-03-27,20,0.16266221860150126,4.761904762,0.16266221860150135,0.19054319074348233,False,False,False,True,False,True,False,True,False,False,False,True,False,High
504-35-8843,-0.49854392545065135,-1.54348001272021,-1.1326927650531338,-1.1326927650531338,2019-01-02,16,-1.132692765053134,4.761904762,-1.1326927650531338,-0.7409236750969439,False,False,False,True,True,True,False,False,False,False,True,False,False,Low
318-68-5053,0.8050136297738827,0.16769516767913598,0.6594592023389629,0.6594592023389626,2019-02-27,17,0.6594592023389626,4.761904762,0.6594592023389629,-0.5080569586368376,True,False,False,False,True,False,False,False,True,False,False,False,False,Medium
565-80-5980,-0.31313061154125194,-0.5167749044806024,-0.5044334215839755,-0.5044334215839755,2019-01-23,10,-0.5044334215839756,4.761904762,-0.5044334215839755,0.07410983251342891,False,True,True,False,False,False,False,False,False,True,False,False,False,Low
225-32-0908,-0.40829182356807203,1.5366353119986127,0.6024651211293159,0.6024651211293157,2019-01-26,19,0.6024651211293159,4.761904762,0.6024651211293159,0.7144933027787219,False,True,True,False,True,False,False,False,False,False,True,False,True,High
873-51-0671,-1.272295208954438,0.5099302037590051,-0.6567879145327018,-0.6567879145327018,2019-01-10,16,-0.6567879145327017,4.761904762,-0.6567879145327018,-1.0902237497871041,False,False,False,True,False,False,False,False,False,False,True,False,True,High
152-08-9985,0.328074698068035,1.1944002759187435,1.1606140543548231,1.160614054354823,2019-03-12,12,1.160614054354823,4.761904762,1.1606140543548231,0.9473600192388287,True,False,False,False,False,True,False,False,True,False,False,True,False,High
512-91-0811,1.2868616716239714,-1.54348001272021,-0.9306927530897078,-0.9306927530897077,2019-02-06,20,-0.9306927530897078,4.761904762,-0.9306927530897078,-0.21697356306170434,False,True,True,False,True,True,False,False,True,False,False,True,False,Low
594-34-4444,1.566680949845692,-1.54348001272021,-0.8990341217731049,-0.8990341217731048,2019-03-08,20,-0.8990341217731048,4.761904762,-0.8990341217731049,0.13232651162845588,False,False,False,True,True,True,False,False,False,False,False,False,True,Low
766-85-7061,1.215868386461106,1.5366353119986127,2.4400329118541375,2.440032911854137,2019-03-29,10,2.4400329118541375,4.761904762,2.4400329118541375,-1.0902237497871041,True,False,False,False,True,True,False,False,True,False,False,False,True,High
871-39-9221,-1.6321707449130072,0.16769516767913598,-0.9949926722954938,-0.9949926722954937,2019-02-09,13,-0.9949926722954938,4.761904762,-0.9949926722954938,-1.6723905409373707,False,True,True,False,True,False,False,False,False,False,False,False,False,Medium
865-92-6136,-0.11034660019838563,-0.8590099405604715,-0.6380319912560638,-0.6380319912560639,2019-03-23,10,-0.6380319912560639,4.761904762,-0.6380319912560638,1.3548767730440159,False,False,False,True,True,True,False,True,False,False,False,False,True,Low
733-01-9107,1.0206368522632252,0.16769516767913598,0.8058323074545924,0.8058323074545924,2019-03-05,18,0.8058323074545924,4.761904762,0.8058323074545924,0.24875986985850929,True,False,False,False,True,True,False,False,False,True,False,False,False,Medium
163-56-7055,-0.262906638527097,-1.54348001272021,-1.1060328649970472,-1.106032864997047,2019-03-26,19,-1.1060328649970472,4.761904762,-1.1060328649970472,-1.6723905409373707,False,True,True,False,False,True,True,False,False,False,False,False,False,Low
189-98-2939,0.8639229515047714,1.1944002759187435,1.7062447973296355,1.7062447973296355,2019-03-01,13,1.7062447973296357,4.761904762,1.7062447973296355,0.13232651162845588,False,True,True,False,True,True,True,False,False,False,False,False,False,High
551-21-3069,-1.2311342085142656,1.1944002759187435,-0.4270598975429931,-0.4270598975429932,2019-02-01,11,-0.4270598975429933,4.761904762,-0.4270598975429931,-1.206657108017157,False,True,True,False,True,False,False,False,False,False,False,False,False,High
212-62-1842,0.09772414514597072,0.16769516767913598,0.17932465613655557,0.17932465613655538,2019-03-28,16,0.17932465613655535,4.761904762,0.17932465613655557,1.7041768477341757,False,False,False,True,True,True,False,True,False,False,False,False,False,Medium
716-39-1409,-0.9562240404367855,0.5099302037590051,-0.4064668337176185,-0.40646683371761866,2019-03-19,18,-0.40646683371761866,4.761904762,-0.4064668337176185,0.598059944548669,True,False,False,False,True,True,False,False,True,False,False,False,False,High
704-48-3927,1.2460782950410487,1.5366353119986127,2.474212270900402,2.4742122709004013,2019-01-12,14,2.474212270900402,4.761904762,2.474212270900402,0.19054319074348233,False,False,False,True,False,True,False,False,False,False,False,False,True,High
628-34-3388,-1.0683783260398234,0.16769516767913598,-0.6122692993749416,-0.6122692993749416,2019-01-05,20,-0.6122692993749417,4.761904762,-0.6122692993749416,0.5398432654336426,False,True,True,False,True,True,True,False,False,False,False,True,False,Medium
630-74-5166,0.24386457790144445,0.16769516767913598,0.27853024576833946,0.27853024576833935,2019-03-22,20,0.27853024576833935,4.761904762,0.27853024576833946,0.24875986985850929,False,False,False,True,True,True,False,False,False,False,True,False,False,Medium
588-01-7461,-0.819146580255295,1.1944002759187435,-0.007550989448898336,-0.007550989448898487,2019-03-24,10,-0.007550989448898488,4.761904762,-0.007550989448898336,-1.6141738618223438,False,True,True,False,True,False,False,True,False,False,False,False,False,High
861-77-0145,0.9930703106840271,1.5366353119986127,2.187960138887933,2.1879601388879326,2019-03-03,14,2.187960138887933,4.761904762,2.187960138887933,1.2966600939289885,False,True,True,False,False,True,False,False,False,False,False,False,False,High
479-26-8945,-1.4796107065842954,-1.2012449766403408,-1.1732380297217657,-1.1732380297217655,2019-02-05,11,-1.1732380297217655,4.761904762,-1.1732380297217657,-1.3813071453622374,True,False,False,False,False,False,False,False,False,False,True,False,True,Low
210-67-5886,1.6063314548568668,-0.8590099405604715,-0.05535936791486147,-0.05535936791486168,2019-02-05,10,-0.055359367914861624,4.761904762,-0.05535936791486147,0.4816265863186156,False,True,True,False,False,False,False,False,True,False,False,True,False,Low
227-78-1148,0.6482997290154294,0.5099302037590051,0.8642790114237057,0.8642790114237057,2019-02-15,12,0.8642790114237056,4.761904762,0.8642790114237057,0.8309266610087758,True,False,False,False,True,False,True,False,False,False,False,False,False,High
645-44-1170,0.09054929185823438,1.1944002759187435,0.9187523649036904,0.9187523649036902,2019-01-19,20,0.9187523649036904,4.761904762,0.9187523649036904,-1.5559571827073173,False,False,False,True,False,True,False,False,False,True,False,False,True,High
237-01-6122,0.9485106955286117,1.1944002759187435,1.7923767821262235,1.7923767821262233,2019-02-01,20,1.7923767821262233,4.761904762,1.7923767821262235,1.4713101312740688,False,True,True,False,False,False,False,False,False,True,False,True,False,High
225-98-1496,-1.0819727849007976,-0.8590099405604715,-0.9678200818537132,-0.967820081853713,2019-03-02,13,-0.9678200818537132,4.761904762,-0.9678200818537132,0.07410983251342891,False,True,True,False,True,False,True,False,False,False,False,True,False,Low
291-32-1427,-1.2738057043834348,-0.1745398684007332,-0.8454579764680843,-0.8454579764680844,2019-03-05,12,-0.8454579764680845,4.761904762,-0.8454579764680843,-0.9737903915570507,True,False,False,False,False,True,True,False,False,False,False,False,True,Medium
